star1,star2,angsep,separation,lnL1/L2,group_id,group_size
4898,4946,135.587,5.984,8.08,2993,2
4899,9739,165.227,8.734,8.80,2994,2
4900,8632,11.729,0.319,7.48,2995,2
4902,6736,172.475,8.049,6.56,2996,2
4903,6942,111.307,5.010,6.69,2997,2
4905,8458,150.314,7.821,6.15,246,3
4905,8274,97.193,2.806,6.68,246,3
4906,7862,60.903,9.289,7.16,2998,2
4907,5150,77.761,5.947,6.20,2999,2
4908,6467,217.654,9.733,7.09,3000,2
4909,5052,131.039,9.996,6.13,3001,2
4910,7397,100.821,3.801,8.21,3002,2
4912,4913,0.388,0.036,9.69,3003,2
4914,7307,62.204,4.086,7.00,247,3
4914,4916,36.886,9.195,6.45,247,3
4915,5410,247.564,8.524,7.08,3004,2
4917,7448,560.469,8.928,6.62,3005,2
4919,9302,107.055,7.838,6.14,3006,2
4920,8994,232.962,7.243,6.54,248,3
4920,8307,153.191,4.471,6.87,248,3
4921,7280,19.090,3.297,6.02,3007,2
4922,8062,231.935,9.376,6.13,3008,2
4923,10330,0.469,2.296,7.84,3009,2
4924,5211,98.592,8.535,7.13,3010,2
4925,6128,0.196,2.176,6.90,3011,2
4927,6086,37.251,3.922,6.20,3012,2
4928,5657,0.692,5.320,7.33,3013,2
4930,6218,503.712,7.536,6.15,3014,2
4934,6349,145.063,6.313,6.43,3015,2
4938,9183,117.785,8.006,6.12,3016,2
4939,6797,289.195,9.073,6.38,3017,2
4940,9225,277.229,7.191,6.64,3018,2
4942,5860,103.005,9.512,6.54,3019,2
4943,6053,486.116,8.418,6.45,3020,2
4945,4949,7.834,8.919,6.01,3021,2
4948,4975,36.061,3.924,7.26,3022,2
4954,7691,213.459,6.972,7.17,3023,2
4958,10309,107.952,5.092,6.47,3024,2
4959,5233,108.909,7.944,6.01,3025,2
4966,9022,1.581,9.008,6.95,3026,2
4970,5516,89.850,6.984,6.02,3027,2
4971,5392,199.322,7.916,6.17,0,151
4971,5054,198.765,7.669,6.71,0,151
4971,5681,258.894,9.688,6.02,0,151
4971,5884,75.141,3.140,6.59,0,151
4971,5399,161.245,6.601,6.71,0,151
4971,5357,204.696,8.090,6.21,0,151
4971,5291,168.759,9.372,6.40,0,151
4971,6093,206.033,9.064,6.59,0,151
4971,9088,29.358,7.589,7.04,0,151
4971,6081,186.888,9.874,6.38,0,151
4971,5286,153.777,5.771,6.26,0,151
4971,5377,214.069,9.259,6.04,0,151
4971,5892,113.396,8.461,6.41,0,151
4971,5389,159.754,9.939,6.80,0,151
4972,5804,6.917,4.215,6.75,3028,2
4973,10007,53.797,6.915,6.02,3029,2
4974,9012,66.380,8.837,6.13,3030,2
4976,7903,0.508,3.174,7.05,3031,2
4978,7628,212.655,5.686,8.34,118,3
4979,9509,23.310,2.657,6.61,23,10
4979,6034,96.225,8.064,6.19,23,10
4980,10135,121.617,7.402,6.88,3032,2
4983,5464,70.020,4.918,6.20,3,114
4983,8635,119.703,7.484,8.71,3,114
4983,5148,103.466,7.467,7.77,3,114
4992,8644,76.372,6.083,6.70,249,3
4994,6991,139.945,7.241,6.64,1,125
4994,5072,96.351,5.204,6.49,1,125
4994,5115,117.675,6.229,6.66,1,125
4994,6830,149.939,8.189,6.13,1,125
4994,5330,134.909,8.394,6.81,1,125
4994,5023,64.979,4.272,6.62,1,125
4994,5605,169.213,9.401,6.69,1,125
4994,5619,140.327,8.104,6.70,1,125
4994,5667,166.866,9.233,6.43,1,125
4994,5347,132.199,6.807,6.24,1,125
4994,6820,135.749,6.779,6.37,1,125
4994,6828,152.505,7.577,6.17,1,125
4994,5304,104.415,6.275,6.76,1,125
4994,5409,152.706,7.758,7.12,1,125
4994,6864,199.341,9.885,6.34,1,125
4994,5414,162.423,8.665,6.42,1,125
4994,6880,123.650,6.561,6.34,1,125
4994,6804,125.676,8.620,6.77,1,125
4996,10336,3.795,7.402,6.62,3033,2
4999,5626,86.745,8.520,6.02,250,3
5000,7940,58.939,7.484,6.11,3034,2
5001,8674,171.006,8.599,6.82,3035,2
5005,5737,86.071,9.697,6.08,3036,2
5006,5888,184.145,9.900,6.81,3037,2
5007,7087,8.775,0.430,8.89,3038,2
5009,5010,0.302,1.062,7.99,3039,2
5011,6636,409.309,6.231,7.32,3040,2
5013,9319,1.460,3.769,6.38,3041,2
5016,8494,52.634,4.005,6.08,3042,2
5017,5145,140.791,8.797,6.59,3043,2
5018,7914,44.636,6.026,6.82,3044,2
5020,7654,120.218,6.967,6.23,3045,2
5021,5034,67.544,4.933,6.15,3046,2
5022,7774,185.647,7.897,6.60,3047,2
5023,5072,74.921,6.084,6.48,1,125
5023,5115,110.713,7.356,6.25,1,125
5023,6800,99.284,6.483,6.36,1,125
5023,6804,89.871,9.770,6.47,1,125
5023,5605,121.833,9.160,6.23,1,125
5023,5619,88.718,8.144,6.45,1,125
5023,6864,183.939,9.414,6.01,1,125
5023,6820,111.179,6.494,6.27,1,125
5023,5304,140.587,9.406,6.25,1,125
5023,6828,129.789,7.108,6.26,1,125
5023,5409,192.917,9.490,6.52,1,125
5023,5347,155.022,8.905,6.18,1,125
5025,8065,57.885,6.363,6.05,3048,2
5026,5080,36.099,4.941,6.71,3049,2
5030,8574,183.213,9.678,6.35,12,23
5030,8132,70.823,7.481,6.17,12,23
5030,8109,80.691,5.673,6.17,12,23
5031,5032,1.346,1.560,7.91,3050,2
5033,8760,159.250,5.451,6.78,3051,2
5036,8855,124.513,7.426,8.12,3052,2
5037,8875,260.184,9.482,6.17,3,114
5037,7281,159.212,5.858,7.06,3,114
5040,8594,283.344,9.397,6.46,3053,2
5042,5043,0.244,0.019,7.26,3054,2
5044,5474,140.830,9.744,6.24,251,3
5047,5578,194.059,9.211,6.36,1,125
5048,5119,54.251,5.869,6.50,3055,2
5049,7805,190.268,7.049,6.35,3056,2
5050,5590,78.132,7.190,7.06,252,3
5051,9515,0.337,0.393,6.54,3057,2
5054,6093,234.540,9.430,6.47,0,151
5054,5875,244.681,9.319,6.36,0,151
5055,7908,6.098,9.175,6.97,3058,2
5057,5064,123.137,4.958,6.62,3059,2
5058,5136,236.639,5.938,7.74,3060,2
5059,5981,56.241,5.028,6.73,3061,2
5060,9566,0.073,3.153,6.75,3062,2
5066,10588,449.387,9.864,7.26,3063,2
5068,10275,168.065,8.667,6.22,3064,2
5069,6806,30.434,9.900,6.05,1,125
5069,6837,63.990,7.495,6.75,1,125
5070,9914,95.111,7.820,6.34,3065,2
5071,8796,122.567,8.807,6.03,253,3
5071,9752,88.449,8.131,6.03,253,3
5072,5314,84.521,8.803,7.19,1,125
5072,6991,97.683,4.902,6.95,1,125
5072,5123,81.208,9.351,7.52,1,125
5072,6800,47.006,2.427,7.54,1,125
5072,6804,33.011,4.198,8.06,1,125
5072,7077,116.726,8.787,6.66,1,125
5072,7081,127.350,6.485,6.79,1,125
5072,6815,55.789,6.696,6.01,1,125
5072,9317,129.389,6.872,6.72,1,125
5072,6817,67.548,6.167,7.05,1,125
5072,6913,99.196,6.153,6.42,1,125
5072,6820,39.977,2.406,7.00,1,125
5072,6828,57.874,3.359,6.73,1,125
5072,6921,126.833,8.494,6.54,1,125
5072,6830,58.076,3.192,6.41,1,125
5072,6831,62.199,3.234,6.91,1,125
5072,6833,73.703,6.721,6.68,1,125
5072,6836,83.180,6.460,6.54,1,125
5072,5115,37.618,1.890,7.01,1,125
5072,5595,93.888,9.612,7.38,1,125
5072,5605,80.985,4.570,7.16,1,125
5072,6947,149.756,8.005,7.03,1,125
5072,5619,63.227,3.777,7.20,1,125
5072,6859,98.670,6.909,7.01,1,125
5072,5667,76.781,7.336,6.97,1,125
5072,6864,110.034,5.915,6.52,1,125
5072,5300,104.645,7.449,7.21,1,125
5072,5304,99.206,5.213,7.40,1,125
5072,5409,147.295,8.256,7.80,1,125
5072,5347,96.671,4.857,6.85,1,125
5072,5414,161.041,8.169,6.79,1,125
5072,6879,51.740,6.047,7.54,1,125
5072,6880,43.512,2.197,6.64,1,125
5076,6523,122.198,9.860,6.47,3066,2
5077,5126,66.428,4.144,6.14,3067,2
5078,8937,360.451,8.481,6.23,3068,2
5082,7735,75.368,9.709,6.03,3069,2
5083,8990,358.967,6.798,7.41,3070,2
5084,8318,170.839,8.537,7.27,3071,2
5085,5198,74.402,8.579,6.14,3072,2
5086,5675,58.087,7.272,7.35,3073,2
5087,6923,148.197,7.195,6.26,3074,2
5088,5093,50.372,7.086,6.33,3075,2
5090,10210,0.841,1.157,6.93,3076,2
5092,8140,317.795,6.184,6.80,3077,2
5094,10483,67.395,5.217,6.90,3078,2
5095,5862,128.861,8.607,6.32,3079,2
5097,10232,187.438,7.996,6.49,3080,2
5099,5100,1.403,4.977,8.83,3081,2
5101,5473,118.606,6.768,6.05,3082,2
5103,5412,6.049,0.766,6.69,3083,2
5104,5217,126.586,6.325,6.28,3084,2
5106,5452,82.528,9.287,6.07,3085,2
5108,6892,87.111,7.974,6.13,1,125
5108,6848,129.651,7.209,6.90,1,125
5108,6841,98.242,7.772,6.43,1,125
5108,5123,69.278,9.433,7.33,1,125
5108,5323,63.367,4.593,6.05,1,125
5110,5352,91.428,9.521,6.15,3086,2
5111,7039,168.922,8.860,6.47,3087,2
5112,6817,78.290,6.237,6.95,1,125
5112,5330,61.578,4.181,7.81,1,125
5112,5667,100.458,6.173,7.13,1,125
5112,7077,88.855,5.510,6.83,1,125
5112,7112,175.672,8.385,6.32,1,125
5112,6864,104.628,9.431,6.23,1,125
5113,9216,163.196,6.804,6.43,37,7
5114,6358,121.775,6.271,6.32,3088,2
5115,5314,59.869,8.177,6.82,1,125
5115,6991,132.069,6.630,6.54,1,125
5115,5123,48.301,8.649,6.90,1,125
5115,6800,62.776,3.216,7.09,1,125
5115,6801,57.239,5.883,6.14,1,125
5115,6804,52.494,4.613,6.84,1,125
5115,6806,53.470,3.697,6.21,1,125
5115,7077,81.136,7.828,6.26,1,125
5115,6879,26.680,5.528,7.20,1,125
5115,7081,91.759,4.707,6.66,1,125
5115,6815,54.545,6.594,6.16,1,125
5115,9317,106.631,5.761,6.51,1,125
5115,6817,59.091,6.024,6.60,1,125
5115,6913,68.356,4.899,6.43,1,125
5115,6820,34.473,2.235,6.67,1,125
5115,6824,27.805,5.549,6.80,1,125
5115,6828,42.076,2.764,6.51,1,125
5115,6921,96.043,7.308,6.29,1,125
5115,6830,35.176,2.136,6.39,1,125
5115,6831,37.877,2.043,6.50,1,125
5115,6833,49.546,6.042,6.42,1,125
5115,6836,76.744,6.186,6.30,1,125
5115,8975,72.497,9.605,6.11,1,125
5115,7037,176.148,9.280,6.14,1,125
5115,5414,135.589,6.889,6.69,1,125
5115,5595,107.655,9.917,6.40,1,125
5115,5605,94.592,5.162,6.87,1,125
5115,6947,114.197,6.299,6.45,1,125
5115,5619,89.268,4.906,6.56,1,125
5115,6858,65.117,7.851,6.53,1,125
5115,6859,72.019,5.931,6.61,1,125
5115,5667,88.610,7.722,6.46,1,125
5115,6864,81.685,4.674,6.48,1,125
5115,5300,125.971,8.210,6.70,1,125
5115,5304,81.127,4.320,6.80,1,125
5115,5409,121.644,7.200,6.96,1,125
5115,5347,66.459,3.354,6.43,1,125
5115,6880,6.426,0.354,6.31,1,125
5115,7146,150.384,8.628,6.47,1,125
5115,5330,58.655,7.823,6.61,1,125
5117,5390,221.152,8.923,6.63,0,151
5117,10063,81.293,4.032,6.20,0,151
5117,5372,237.773,9.483,6.21,0,151
5117,5385,249.428,9.987,6.46,0,151
5117,5398,235.981,9.673,6.71,0,151
5117,5389,202.199,8.052,6.22,0,151
5118,6134,126.705,6.340,6.14,3089,2
5120,5137,1.114,1.995,6.95,3090,2
5123,5314,24.475,1.467,7.05,1,125
5123,5896,74.088,7.916,6.07,1,125
5123,6841,98.854,6.049,7.10,1,125
5123,5323,10.266,5.677,6.76,1,125
5123,6892,61.292,3.942,6.25,1,125
5123,6836,114.927,6.931,6.46,1,125
5123,6513,177.925,9.409,7.11,1,125
5123,6801,105.506,6.354,6.99,1,125
5123,6992,160.417,8.723,6.45,1,125
5123,6804,100.794,6.918,7.19,1,125
5123,5595,153.846,8.095,8.17,1,125
5123,5605,141.093,9.656,7.05,1,125
5123,6947,99.574,7.739,7.00,1,125
5123,6833,76.924,4.894,6.85,1,125
5123,5619,137.555,9.532,6.72,1,125
5123,6814,100.432,7.695,6.20,1,125
5123,6859,88.853,5.877,6.90,1,125
5123,6913,77.704,6.288,6.81,1,125
5123,5300,173.778,9.601,7.04,1,125
5123,6811,107.710,9.080,6.12,1,125
5123,5304,49.143,7.346,7.37,1,125
5123,5347,19.406,8.715,6.47,1,125
5123,6831,69.761,8.362,6.53,1,125
5123,5414,89.677,8.688,6.64,1,125
5123,9317,123.664,8.935,6.82,1,125
5123,7081,47.263,7.774,7.01,1,125
5123,6879,63.500,4.422,7.51,1,125
5123,6880,45.827,8.474,6.00,1,125
5124,5365,176.326,7.627,6.36,0,151
5124,5421,225.695,8.618,6.43,0,151
5124,5375,186.887,8.092,6.11,0,151
5124,5370,213.179,9.083,6.29,0,151
5124,5427,252.352,9.631,6.68,0,151
5124,5372,217.263,9.761,6.18,0,151
5124,5357,189.994,7.240,7.10,0,151
5124,5681,247.339,9.622,6.22,0,151
5124,5875,187.599,7.148,6.52,0,151
5124,5638,242.814,9.547,6.39,0,151
5124,5380,210.356,8.832,6.22,0,151
5124,5294,136.276,8.038,7.36,0,151
5124,5286,79.421,4.268,7.74,0,151
5124,10211,78.382,3.375,6.91,0,151
5124,5884,214.648,8.936,6.60,0,151
5124,5392,195.183,9.020,6.30,0,151
5124,5394,204.722,9.221,6.59,0,151
5124,5344,158.944,6.311,6.81,0,151
5124,5345,175.947,9.491,6.59,0,151
5124,5422,235.964,9.028,6.28,0,151
5124,5256,174.346,6.752,6.65,0,151
5124,5291,121.346,6.400,6.85,0,151
5124,9088,177.394,8.557,6.30,0,151
5124,5411,213.985,8.188,6.94,0,151
5124,5419,216.185,9.721,6.48,0,151
5124,5420,224.202,9.422,6.42,0,151
5125,7106,110.381,6.900,6.26,3,114
5127,5520,119.136,8.920,6.50,7,47
5127,5348,166.829,6.856,6.62,7,47
5128,10565,94.621,6.572,6.00,3091,2
5130,5142,39.340,7.083,8.03,3092,2
5131,5601,117.640,9.520,6.25,3093,2
5134,5886,224.158,3.225,6.55,2,118
5134,10121,236.966,4.680,6.93,2,118
5134,5572,162.884,4.183,7.08,2,118
5139,9100,239.789,6.552,6.05,3094,2
5140,5781,0.373,2.944,7.42,3095,2
5141,5306,0.465,0.581,7.09,3096,2
5146,8857,58.259,6.907,7.21,3097,2
5148,5181,22.820,3.707,7.60,3,114
5148,8950,159.811,6.331,6.19,3,114
5148,8635,220.666,7.217,7.80,3,114
5148,5524,88.245,3.265,6.37,3,114
5151,5661,54.798,2.195,8.45,3098,2
5152,10368,247.467,8.715,6.25,3099,2
5153,8412,110.641,6.382,6.71,3100,2
5154,5156,0.937,1.090,10.48,3101,2
5157,7041,90.338,5.309,6.00,3102,2
5158,7095,221.178,7.885,7.00,3103,2
5160,10118,86.426,8.602,6.07,3104,2
5161,5308,113.109,3.147,6.93,3105,2
5163,6461,129.060,3.892,7.01,3,114
5163,10389,159.539,5.218,7.54,3,114
5166,5168,29.111,2.703,6.23,3106,2
5167,8821,125.595,6.109,7.29,3107,2
5172,8220,191.219,9.365,6.41,90,4
5172,5177,8.408,2.015,6.75,90,4
5172,5228,83.121,3.449,6.57,90,4
5173,6387,0.071,5.737,6.74,3108,2
5175,7230,188.073,7.271,6.30,254,3
5177,5228,77.531,4.495,7.18,90,4
5179,5186,0.235,8.507,6.23,3109,2
5180,10315,195.878,6.271,7.57,3110,2
5181,8635,243.454,8.758,7.55,3,114
5187,5856,54.898,3.722,7.30,3111,2
5189,6060,159.964,9.740,6.99,3112,2
5191,5192,0.530,0.389,9.42,3113,2
5196,6874,147.732,8.591,7.44,3114,2
5199,5446,129.220,6.776,6.65,3115,2
5202,8051,1.320,3.936,7.33,3116,2
5203,8859,205.767,6.302,6.25,3117,2
5205,8313,1.028,5.017,8.12,3118,2
5208,5396,193.542,6.975,7.27,3119,2
5209,9361,72.100,7.729,6.97,3120,2
5210,5268,129.467,5.956,6.15,3121,2
5212,5280,116.473,8.154,6.27,3122,2
5213,5214,0.183,2.708,8.16,3123,2
5215,6238,81.218,5.532,6.50,16,18
5215,5545,75.305,4.844,6.66,16,18
5215,6058,127.813,8.167,6.50,16,18
5215,6254,104.972,7.775,6.41,16,18
5215,5278,39.112,4.576,6.46,16,18
5215,6164,35.092,2.233,6.68,16,18
5215,6555,87.801,5.065,6.55,16,18
5215,5915,48.358,3.378,6.59,16,18
5215,6204,71.222,4.102,6.29,16,18
5215,6017,147.041,8.633,6.41,16,18
5216,5764,127.800,7.846,6.89,3124,2
5219,5424,66.298,2.683,6.46,0,151
5219,5948,37.030,1.947,7.09,0,151
5219,5950,89.788,6.238,6.16,0,151
5219,5684,52.437,7.460,6.84,0,151
5219,5687,58.718,8.675,6.26,0,151
5219,5643,66.962,3.614,7.38,0,151
5219,5875,204.125,8.806,6.39,0,151
5219,5385,88.474,3.525,6.93,0,151
5219,6473,178.400,9.443,7.21,0,151
5219,6222,60.333,2.550,6.19,0,151
5219,5440,220.076,9.080,6.85,0,151
5219,5964,107.681,5.510,6.81,0,151
5219,5699,10.866,1.758,6.29,0,151
5219,5518,174.081,7.912,6.29,0,151
5219,5249,179.880,7.123,7.08,0,151
5219,5427,52.832,5.227,6.06,0,151
5219,5345,132.969,5.926,6.54,0,151
5219,5525,125.149,6.638,6.77,0,151
5219,5389,149.204,6.084,7.01,0,151
5219,6252,64.021,5.702,6.77,0,151
5219,5357,114.121,5.870,6.26,0,151
5219,6256,77.655,3.109,7.08,0,151
5219,6081,169.598,6.686,6.46,0,151
5219,6167,30.746,1.207,7.18,0,151
5219,6170,20.721,2.334,6.66,0,151
5219,6171,19.771,7.291,7.34,0,151
5219,5733,54.094,2.771,6.57,0,151
5219,5371,116.330,6.701,6.25,0,151
5219,5372,113.466,4.598,7.15,0,151
5219,5681,62.361,6.586,7.11,0,151
5219,5377,119.627,5.017,6.18,0,151
5219,5734,68.780,2.837,7.23,0,151
5219,6182,17.024,1.783,6.64,0,151
5219,5380,98.741,3.885,6.22,0,151
5219,6093,206.291,8.222,6.32,0,151
5219,6185,36.113,4.877,6.44,0,151
5219,5383,93.312,8.112,6.20,0,151
5219,6187,44.564,2.009,6.21,0,151
5219,5646,114.375,5.127,6.83,0,151
5219,6190,43.464,1.763,6.65,0,151
5219,5435,64.070,8.919,6.53,0,151
5219,5925,174.599,8.169,6.51,0,151
5219,10371,220.201,9.826,6.12,0,151
5219,5390,121.925,4.797,6.23,0,151
5219,5294,172.112,7.153,6.23,0,151
5219,5398,144.310,7.024,6.92,0,151
5219,5399,128.486,6.209,6.95,0,151
5219,5402,120.801,8.320,6.19,0,151
5219,5420,80.085,3.143,6.55,0,151
5219,5668,77.452,3.136,6.94,0,151
5219,5419,87.978,3.628,6.10,0,151
5219,5985,89.717,5.174,6.30,0,151
5219,5892,184.079,7.314,6.01,0,151
5219,5941,49.995,2.371,7.44,0,151
5220,10250,425.599,9.893,6.02,3125,2
5221,6572,748.162,9.271,6.09,3126,2
5222,9173,190.548,9.238,7.04,3127,2
5224,10089,341.358,9.300,6.02,3128,2
5225,5226,0.055,0.835,7.36,3129,2
5227,5247,33.565,1.551,7.49,91,4
5227,6344,223.558,9.999,6.95,91,4
5229,6569,65.690,6.476,6.46,3130,2
5231,5392,106.961,8.372,6.48,0,151
5231,5435,154.351,9.728,6.74,0,151
5234,5979,226.446,9.556,6.08,3131,2
5235,8794,101.673,9.666,6.06,3132,2
5236,5244,2.931,2.923,6.76,3133,2
5238,6037,91.673,8.592,6.11,3134,2
5240,5241,1.204,2.854,6.94,3135,2
5243,5608,58.382,4.465,7.29,3136,2
5249,5681,117.772,8.288,7.67,0,151
5249,5684,127.703,8.180,6.77,0,151
5249,5687,129.417,9.186,6.57,0,151
5249,5875,202.368,9.153,6.56,0,151
5249,6171,172.518,9.490,7.25,0,151
5249,5440,87.033,5.171,6.21,0,151
5249,5964,205.596,8.615,6.59,0,151
5249,5518,160.197,7.070,6.45,0,151
5249,5948,171.036,6.779,6.85,0,151
5249,5345,60.864,3.081,6.76,0,151
5249,5892,220.395,8.704,6.72,0,151
5249,5985,224.594,9.428,6.36,0,151
5249,5458,105.704,4.676,6.40,0,151
5249,6167,170.434,6.749,6.83,0,151
5249,10371,42.536,3.992,6.49,0,151
5249,5733,188.195,7.514,6.11,0,151
5249,5734,201.690,7.960,6.48,0,151
5249,5372,68.369,2.715,7.43,0,151
5249,5357,93.203,5.910,7.85,0,151
5249,5427,129.747,7.530,6.85,0,151
5249,5643,120.398,5.058,7.47,0,151
5249,6187,203.467,8.036,6.18,0,151
5249,5646,119.314,5.000,6.46,0,151
5249,6190,208.426,8.221,6.56,0,151
5249,5389,114.680,4.597,7.35,0,151
5249,5390,107.602,4.269,6.36,0,151
5249,5634,96.793,4.478,6.25,0,151
5249,5294,104.842,4.386,6.05,0,151
5249,5398,154.821,6.978,6.82,0,151
5249,5399,143.912,7.188,6.66,0,151
5249,5402,139.552,9.397,6.88,0,151
5249,5420,116.907,4.692,6.24,0,151
5249,5668,138.097,5.653,6.56,0,151
5249,10063,96.006,5.264,6.73,0,151
5249,5411,146.106,8.003,6.08,0,151
5249,5284,150.667,7.675,6.09,0,151
5249,5525,125.811,7.241,6.32,0,151
5249,5941,157.781,6.541,6.69,0,151
5249,6185,195.659,9.339,6.13,0,151
5252,8561,111.355,6.118,6.32,255,3
5252,9624,80.905,6.923,6.28,255,3
5254,5748,53.210,8.002,6.09,3137,2
5255,5483,127.067,5.760,6.79,3138,2
5256,5421,85.931,3.803,7.49,0,151
5256,6222,221.480,8.758,6.58,0,151
5256,8389,126.973,5.071,7.00,0,151
5256,5682,101.472,3.911,7.26,0,151
5256,5686,110.912,9.746,6.44,0,151
5256,5875,196.028,7.582,6.37,0,151
5256,5436,132.682,9.795,7.16,0,151
5256,5964,191.115,9.781,6.34,0,151
5256,10211,96.034,4.512,6.07,0,151
5256,5699,151.246,5.934,6.30,0,151
5256,5947,156.926,6.064,6.99,0,151
5256,6253,233.760,9.266,6.07,0,151
5256,5344,55.832,3.640,6.14,0,151
5256,5345,47.496,5.810,6.07,0,151
5256,5525,113.120,4.665,6.35,0,151
5256,5257,7.707,0.805,7.56,0,151
5256,5733,171.003,8.086,6.24,0,151
5256,5458,101.439,4.166,7.14,0,151
5256,6166,154.061,5.971,7.32,0,151
5256,5365,45.605,2.976,7.37,0,151
5256,10371,59.314,7.576,6.78,0,151
5256,5370,45.398,3.287,7.19,0,151
5256,5630,70.713,3.841,7.01,0,151
5256,5632,88.073,6.360,6.04,0,151
5256,5375,53.699,3.337,7.22,0,151
5256,5638,81.417,4.849,6.36,0,151
5256,5639,79.044,8.700,7.31,0,151
5256,5380,68.036,3.584,6.86,0,151
5256,6183,168.477,7.736,6.86,0,151
5256,5644,109.012,5.890,6.30,0,151
5256,6190,191.072,8.100,6.19,0,151
5256,5649,127.849,5.633,7.01,0,151
5256,5291,87.804,4.748,6.15,0,151
5256,5294,100.519,6.352,6.53,0,151
5256,5394,98.525,5.292,7.18,0,151
5256,5395,102.444,3.987,6.99,0,151
5256,6201,173.012,8.093,6.28,0,151
5256,6203,182.257,6.999,7.32,0,151
5256,5411,132.961,5.478,6.83,0,151
5256,5419,94.116,5.328,6.87,0,151
5256,5420,100.649,4.725,6.49,0,151
5257,5421,79.013,3.229,7.66,0,151
5257,5422,82.068,3.148,6.32,0,151
5257,6222,215.768,8.709,6.72,0,151
5257,5644,104.889,6.318,6.72,0,151
5257,5682,95.305,3.665,6.70,0,151
5257,5875,189.428,7.235,6.12,0,151
5257,6253,227.797,9.212,6.95,0,151
5257,5424,97.240,5.625,6.48,0,151
5257,8389,127.687,5.325,6.46,0,151
5257,10211,96.288,4.116,7.20,0,151
5257,5884,221.901,9.319,6.01,0,151
5257,5699,145.260,5.880,7.10,0,151
5257,5733,166.897,8.391,6.84,0,151
5257,5371,44.454,8.550,6.69,0,151
5257,5345,39.856,6.443,6.24,0,151
5257,5525,113.194,4.426,6.56,0,151
5257,5458,105.725,4.611,6.92,0,151
5257,6256,233.229,9.943,6.02,0,151
5257,5518,153.986,9.527,6.18,0,151
5257,5947,149.651,5.886,7.20,0,151
5257,6166,147.158,5.620,7.39,0,151
5257,5365,37.949,3.468,7.24,0,151
5257,10371,66.395,8.372,6.42,0,151
5257,5370,41.350,3.870,7.31,0,151
5257,5734,181.028,8.286,6.06,0,151
5257,5630,66.558,3.216,6.88,0,151
5257,5632,86.375,5.692,6.07,0,151
5257,5634,78.524,7.305,6.62,0,151
5257,5638,76.640,4.164,6.08,0,151
5257,5639,75.127,9.349,7.47,0,151
5257,5380,60.949,3.953,6.80,0,151
5257,6183,161.563,7.926,7.18,0,151
5257,6185,171.516,6.621,6.22,0,151
5257,5375,46.014,3.799,7.66,0,151
5257,5286,116.411,5.516,7.01,0,151
5257,6187,179.336,8.303,6.52,0,151
5257,5646,104.810,7.218,6.26,0,151
5257,6190,184.283,8.177,6.02,0,151
5257,5649,127.339,5.995,6.75,0,151
5257,5291,83.152,5.175,6.95,0,151
5257,5294,94.724,6.824,7.13,0,151
5257,5394,90.823,5.634,7.02,0,151
5257,5395,94.736,3.620,6.90,0,151
5257,5436,125.532,9.008,7.09,0,151
5257,6201,167.686,8.350,6.85,0,151
5257,6203,176.787,6.794,7.07,0,151
5257,5668,118.712,5.332,6.41,0,151
5257,5411,125.273,4.944,6.39,0,151
5257,5419,86.596,5.710,7.28,0,151
5257,5420,93.228,4.962,6.73,0,151
5258,8028,224.067,9.971,6.27,3139,2
5259,6029,90.212,8.563,6.66,3140,2
5260,6524,57.797,6.623,7.07,3141,2
5262,6538,0.827,6.873,6.07,3142,2
5264,5497,15.586,0.913,6.02,0,151
5264,5371,17.394,3.432,6.08,0,151
5265,7327,187.500,9.729,6.10,3143,2
5266,9157,115.590,8.969,6.15,3144,2
5267,7703,129.433,5.629,6.17,3145,2
5269,9984,199.287,8.183,6.30,3146,2
5270,8437,216.072,6.551,6.82,3,114
5270,6461,330.287,9.931,6.52,3,114
5270,7530,167.357,6.319,6.44,3,114
5270,5902,72.312,2.695,6.79,3,114
5270,8091,139.241,8.648,6.48,3,114
5273,6436,80.000,5.860,7.30,3147,2
5277,7831,287.799,6.256,6.20,3148,2
5278,6237,46.257,2.961,6.32,16,18
5278,6518,35.887,7.633,6.01,16,18
5278,5545,40.586,3.015,6.59,16,18
5278,6058,136.432,8.024,6.12,16,18
5278,6254,69.787,4.191,6.42,16,18
5278,6164,44.746,3.999,6.49,16,18
5278,5915,77.051,4.960,6.14,16,18
5278,6555,57.468,5.021,6.34,16,18
5278,6238,43.667,7.420,6.48,16,18
5281,5515,58.093,7.330,6.02,3149,2
5282,5934,265.371,8.851,7.85,3150,2
5283,7102,314.531,5.904,6.77,3151,2
5284,5691,186.570,8.361,6.25,0,151
5284,6171,203.076,8.518,6.60,0,151
5284,5370,168.620,8.734,6.11,0,151
5284,5371,170.505,6.980,6.51,0,151
5284,5372,170.135,8.156,6.52,0,151
5284,5373,156.793,7.264,6.19,0,151
5284,5684,182.608,7.674,6.11,0,151
5284,6081,195.765,9.312,8.63,0,151
5284,5687,206.680,8.976,6.56,0,151
5284,5875,77.996,9.928,8.55,0,151
5284,5385,158.338,8.058,6.34,0,151
5284,5380,146.582,8.310,6.58,0,151
5284,10371,174.200,7.172,6.46,0,151
5284,5329,80.971,5.157,6.57,0,151
5284,5643,201.694,8.706,6.50,0,151
5284,5644,210.923,9.484,6.05,0,151
5284,6187,212.862,9.686,6.49,0,151
