star1,star2,angsep,separation,lnL1/L2,group_id,group_size
5284,5948,189.210,8.711,6.77,0,151
5284,5937,157.396,8.816,7.00,0,151
5284,5925,165.736,6.852,8.26,0,151
5284,5389,72.690,4.948,7.50,0,151
5284,5634,204.835,8.643,6.34,0,151
5284,5394,121.679,6.761,6.59,0,151
5284,5345,121.502,5.662,6.64,0,151
5284,5424,160.523,8.090,6.83,0,151
5284,5398,87.098,3.839,6.66,0,151
5284,6183,199.889,9.086,6.26,0,151
5284,5291,62.705,5.615,6.85,0,151
5284,5985,201.285,8.359,6.42,0,151
5284,10063,114.826,4.804,7.37,0,151
5284,9088,86.934,5.533,6.58,0,151
5284,5419,137.958,7.112,6.73,0,151
5284,5964,163.637,6.945,7.67,0,151
5284,5375,128.187,7.675,6.47,0,151
5284,5294,56.170,4.029,7.23,0,151
5284,6167,193.702,9.496,6.73,0,151
5284,5892,117.008,6.537,6.94,0,151
5284,5941,173.039,9.735,6.47,0,151
5284,5420,144.392,8.087,6.55,0,151
5285,5320,66.415,4.138,6.12,1,125
5285,5323,57.096,7.762,6.42,1,125
5285,5331,31.341,8.119,6.58,1,125
5285,6811,144.943,9.879,6.24,1,125
5286,5421,150.686,6.055,7.04,0,151
5286,5422,162.031,7.092,6.37,0,151
5286,5424,161.194,9.723,7.15,0,151
5286,5947,191.986,8.619,6.31,0,151
5286,5427,176.047,6.921,6.60,0,151
5286,5685,182.955,8.942,6.14,0,151
5286,6170,208.891,9.200,7.19,0,151
5286,5875,125.203,5.571,6.18,0,151
5286,5436,177.499,7.830,7.21,0,151
5286,5692,193.470,8.734,6.90,0,151
5286,5438,195.538,9.949,6.57,0,151
5286,5344,86.176,3.415,6.61,0,151
5286,5695,191.098,8.533,6.61,0,151
5286,10211,45.836,2.240,7.94,0,151
5286,5884,157.041,5.885,7.13,0,151
5286,5699,217.202,9.734,7.00,0,151
5286,8389,54.534,5.773,7.82,0,151
5286,5681,172.711,6.490,6.14,0,151
5286,5525,227.443,8.852,6.34,0,151
5286,5458,219.617,10.000,6.01,0,151
5286,6166,201.139,8.209,7.09,0,151
5286,5365,105.755,7.635,6.54,0,151
5286,5370,148.357,8.901,6.64,0,151
5286,5372,151.346,9.852,6.63,0,151
5286,5375,114.681,8.001,6.98,0,151
5286,5377,111.032,6.554,6.67,0,151
5286,5380,137.174,8.357,6.78,0,151
5286,5392,117.004,4.879,6.41,0,151
5286,6185,223.835,8.687,6.07,0,151
5286,5291,43.949,7.576,7.91,0,151
5286,5294,56.860,9.337,8.43,0,151
5286,5394,126.215,9.122,7.23,0,151
5286,5395,124.917,5.805,6.06,0,151
5286,5411,134.717,5.439,7.37,0,151
5286,5417,131.762,6.190,6.27,0,151
5286,5357,112.976,5.210,6.32,0,151
5286,5419,138.835,9.571,7.27,0,151
5286,5420,146.634,8.769,7.03,0,151
5287,5540,117.884,8.812,6.18,3152,2
5288,6249,108.628,6.732,6.20,3153,2
5289,5290,0.047,0.666,7.48,3154,2
5291,5421,106.774,6.658,7.11,0,151
5291,5458,188.875,7.621,6.70,0,151
5291,6222,241.544,9.573,6.53,0,151
5291,5947,150.822,6.496,6.65,0,151
5291,5427,132.147,7.373,6.46,0,151
5291,5422,118.257,5.958,6.75,0,151
5291,6203,208.763,8.819,6.31,0,151
5291,5685,139.031,5.720,6.33,0,151
5291,5875,117.713,6.350,6.51,0,151
5291,5691,146.376,5.951,6.66,0,151
5291,5692,149.550,6.402,7.10,0,151
5291,6171,167.718,9.549,6.31,0,151
5291,5375,71.844,2.905,7.15,0,151
5291,5695,147.483,6.422,6.16,0,151
5291,5964,157.782,6.944,6.93,0,151
5291,10211,61.484,6.401,7.81,0,151
5291,5699,173.488,7.128,6.99,0,151
5291,8389,86.344,3.922,7.56,0,151
5291,5370,108.730,4.305,6.89,0,151
5291,5948,157.567,6.271,6.85,0,151
5291,6185,181.944,8.731,6.17,0,151
5291,5345,62.902,3.331,7.05,0,151
5291,5684,136.686,8.635,6.01,0,151
5291,5525,188.673,8.877,6.39,0,151
5291,5630,126.643,7.763,6.25,0,151
5291,5985,189.020,8.197,6.86,0,151
5291,6253,249.033,9.843,6.68,0,151
5291,6256,250.574,9.868,6.39,0,151
5291,6081,209.070,8.232,6.52,0,151
5291,6167,160.406,6.322,6.84,0,151
5291,5365,64.074,2.673,6.90,0,151
5291,6170,165.693,7.001,6.97,0,151
5291,10371,117.605,6.110,6.55,0,151
5291,5733,214.481,8.576,6.62,0,151
5291,5734,230.941,9.110,6.41,0,151
5291,5372,111.012,4.418,6.38,0,151
5291,5373,97.826,9.208,6.53,0,151
5291,5371,110.941,6.194,6.92,0,151
5291,5357,69.146,5.134,6.19,0,151
5291,5377,67.295,3.536,6.26,0,151
5291,5638,130.046,8.627,6.08,0,151
5291,6182,197.339,8.006,6.48,0,151
5291,5380,93.695,3.780,6.89,0,151
5291,6183,170.806,6.790,6.98,0,151
5291,5643,149.540,6.242,6.26,0,151
5291,5644,158.471,6.306,6.77,0,151
5291,6187,186.748,7.381,6.62,0,151
5291,5646,177.903,7.305,6.43,0,151
5291,6190,193.755,7.627,6.67,0,151
5291,5649,200.043,7.883,6.47,0,151
5291,5925,184.316,8.269,6.68,0,151
5291,5634,146.648,6.374,6.20,0,151
5291,5294,22.125,1.903,8.08,0,151
5291,5686,155.777,8.262,6.38,0,151
5291,5394,83.411,3.307,7.29,0,151
5291,5395,82.671,5.124,6.52,0,151
5291,5639,134.955,7.244,6.77,0,151
5291,5424,117.365,4.625,7.21,0,151
5291,6201,202.280,8.081,7.05,0,151
5291,5668,178.872,7.132,6.90,0,151
5291,9088,144.798,5.764,6.10,0,151
5291,6166,158.665,7.465,7.04,0,151
5291,5411,97.234,6.558,7.47,0,151
5291,5329,21.694,8.982,7.87,0,151
5291,5419,95.159,3.797,7.18,0,151
5291,5420,103.067,4.099,6.93,0,151
5293,10321,178.181,7.910,8.67,3155,2
5294,5421,100.623,7.945,7.17,0,151
5294,5458,199.408,8.620,6.69,0,151
5294,6222,228.901,9.559,6.61,0,151
5294,8389,105.592,5.554,6.62,0,151
5294,5427,123.387,8.494,6.72,0,151
5294,5422,113.122,7.045,6.36,0,151
5294,5683,139.255,8.827,6.69,0,151
5294,5685,132.153,6.247,6.30,0,151
5294,5687,151.687,8.717,6.78,0,151
5294,5643,146.259,5.842,6.33,0,151
5294,5875,98.166,7.208,6.62,0,151
5294,6201,192.563,7.680,7.01,0,151
5294,5691,136.003,5.426,7.13,0,151
5294,5692,140.881,7.023,7.17,0,151
5294,10371,136.975,5.935,6.79,0,151
5294,5329,42.765,7.457,7.40,0,151
5294,5440,191.651,9.178,6.05,0,151
5294,5695,136.794,7.037,6.57,0,151
5294,5964,137.390,5.648,7.30,0,151
5294,10211,82.875,8.284,8.10,0,151
5294,5699,163.091,7.504,7.13,0,151
5294,5947,135.212,6.925,6.25,0,151
5294,5370,113.039,4.988,6.93,0,151
5294,6190,178.570,7.289,6.83,0,151
5294,6253,235.271,9.745,6.75,0,151
5294,5344,48.104,8.162,6.77,0,151
5294,5345,65.866,2.681,7.19,0,151
5294,5892,122.208,5.000,6.11,0,151
5294,5644,155.444,6.243,6.80,0,151
5294,5925,162.191,6.840,6.91,0,151
5294,5985,170.055,6.991,7.21,0,151
5294,5357,61.137,6.521,6.25,0,151
5294,6256,235.970,9.489,6.60,0,151
5294,5518,241.287,9.811,6.92,0,151
5294,6081,187.096,7.600,6.94,0,151
5294,6167,147.213,6.207,7.05,0,151
5294,5365,67.517,3.720,6.65,0,151
5294,6170,153.532,7.452,7.09,0,151
5294,6171,155.421,8.081,6.49,0,151
5294,5733,207.903,8.286,6.68,0,151
5294,5734,224.676,9.014,6.46,0,151
5294,5372,114.278,4.673,6.89,0,151
5294,5373,100.955,7.798,7.15,0,151
5294,5371,114.786,5.317,6.78,0,151
5294,5740,219.027,9.340,6.38,0,151
5294,5377,64.230,4.777,6.79,0,151
5294,6182,185.286,8.239,7.10,0,151
5294,5380,90.710,4.404,6.88,0,151
5294,5375,72.054,3.712,7.14,0,151
5294,6187,171.315,6.908,6.62,0,151
5294,5646,180.800,7.216,6.32,0,151
5294,5948,143.717,5.783,7.13,0,151
5294,5649,202.274,8.325,6.65,0,151
5294,5686,151.694,7.164,6.84,0,151
5294,5394,70.940,3.119,7.47,0,151
5294,6093,228.583,9.798,7.14,0,151
5294,6200,209.678,9.151,6.22,0,151
5294,5424,108.148,4.564,7.38,0,151
5294,6185,167.252,9.459,6.27,0,151
5294,6203,198.236,9.305,6.33,0,151
5294,5668,177.063,7.602,6.95,0,151
5294,6183,156.191,6.272,6.93,0,151
5294,9088,130.274,5.264,6.26,0,151
5294,6166,144.960,8.187,7.07,0,151
5294,5411,78.306,7.694,7.79,0,151
5294,5639,135.020,6.280,6.40,0,151
5294,5419,85.370,3.571,6.95,0,151
5294,5420,92.638,4.340,7.04,0,151
5296,6836,160.737,8.995,6.39,1,125
5296,6815,136.171,8.502,6.31,1,125
5296,6858,146.748,9.631,6.01,1,125
5298,5826,159.903,6.977,7.00,5,59
5298,5584,143.016,6.931,6.61,5,59
5298,5821,130.210,5.731,7.21,5,59
5298,5823,140.167,6.735,6.46,5,59
5298,5824,153.920,7.250,6.36,5,59
5298,5800,144.688,8.334,7.42,5,59
5298,6446,108.016,6.172,6.10,5,59
5298,6447,109.474,4.797,6.86,5,59
5298,5689,100.409,4.535,6.88,5,59
5298,5830,186.902,8.130,6.52,5,59
5298,6033,85.769,5.486,6.22,5,59
5298,5790,120.243,5.330,6.14,5,59
5298,5771,120.330,5.588,6.43,5,59
5298,5814,170.815,9.168,7.15,5,59
5299,5773,189.213,6.101,6.48,3156,2
5300,6836,80.879,4.190,6.35,1,125
5300,6991,62.051,6.146,6.60,1,125
5300,5314,184.716,9.925,6.69,1,125
5300,6858,121.787,6.636,6.40,1,125
5300,6892,140.937,9.159,6.07,1,125
5300,6800,63.195,6.619,6.99,1,125
5300,6859,130.589,6.758,6.58,1,125
5300,6804,74.661,4.077,7.05,1,125
5300,5595,28.529,3.448,6.97,1,125
5300,9317,136.747,7.653,6.61,1,125
5300,5619,42.307,3.852,6.87,1,125
5300,6815,79.175,4.192,6.04,1,125
5300,5605,36.322,3.669,6.65,1,125
5300,6820,94.080,8.099,6.99,1,125
5300,6841,107.300,8.367,6.27,1,125
5300,6880,127.952,8.203,6.43,1,125
5300,6828,100.644,8.592,6.99,1,125
5300,6831,113.808,7.280,6.68,1,125
5300,6833,115.700,6.000,6.26,1,125
5300,6879,114.024,5.904,6.96,1,125
5300,6921,159.528,8.260,6.67,1,125
5303,5650,0.068,2.461,6.17,3157,2
5304,6836,156.734,8.704,6.12,1,125
5304,5314,24.999,6.320,6.86,1,125
5304,6991,192.884,9.841,7.49,1,125
5304,6800,140.765,7.376,7.98,1,125
5304,6859,137.152,7.734,6.69,1,125
5304,6804,128.161,6.950,6.31,1,125
5304,6864,142.083,8.011,6.44,1,125
5304,5347,37.336,2.578,6.34,1,125
5304,9317,172.387,8.766,6.32,1,125
5304,6947,144.963,7.446,6.34,1,125
5304,5619,162.202,8.241,6.61,1,125
5304,7081,73.710,3.758,6.93,1,125
5304,7077,68.040,8.791,6.41,1,125
5304,6817,139.316,9.600,6.84,1,125
5304,6913,126.636,6.772,6.27,1,125
5304,6820,115.500,6.445,6.47,1,125
5304,6801,133.463,7.774,6.59,1,125
5304,6824,107.298,6.780,6.91,1,125
5304,5605,174.281,8.854,6.96,1,125
5304,6828,121.424,6.872,6.47,1,125
5304,5409,52.353,5.919,6.17,1,125
5304,6921,148.366,8.601,6.31,1,125
5304,6830,112.179,5.679,6.28,1,125
5304,6831,113.237,5.759,6.64,1,125
5304,5414,64.894,3.313,6.93,1,125
5304,6833,122.371,7.487,6.43,1,125
5304,6879,104.418,6.657,7.69,1,125
5304,6880,82.241,4.331,6.72,1,125
5304,7146,137.897,8.943,6.85,1,125
5304,5330,45.890,8.954,6.24,1,125
5307,6908,348.789,6.515,6.25,3158,2
5309,10202,294.885,9.040,6.54,3159,2
5310,6018,212.510,6.483,6.12,3160,2
5311,7492,303.411,9.932,6.74,3161,2
5312,5335,3.572,5.294,6.13,3162,2
5313,7965,2.116,0.664,6.81,3163,2
5314,6836,133.525,7.481,6.02,1,125
5314,6841,120.136,7.370,6.39,1,125
5314,5323,15.999,6.415,6.39,1,125
5314,6892,84.867,5.365,6.15,1,125
5314,6513,174.041,9.270,6.61,1,125
5314,6992,184.791,9.788,6.12,1,125
5314,6804,110.148,6.867,6.91,1,125
5314,5331,14.750,5.572,6.62,1,125
5314,5595,167.481,8.819,6.59,1,125
5314,5605,154.378,9.748,6.67,1,125
5314,6947,122.769,8.117,6.63,1,125
5314,9317,147.388,9.406,6.45,1,125
5314,5619,145.771,9.401,6.48,1,125
5314,6859,112.171,6.520,6.51,1,125
5314,7086,88.094,7.650,6.13,1,125
5314,5347,18.968,8.010,6.65,1,125
5314,6824,84.432,4.924,6.59,1,125
5314,6921,123.794,6.800,6.29,1,125
5314,6830,88.543,7.845,6.47,1,125
5314,6831,89.283,8.240,6.47,1,125
5314,5414,76.899,7.737,6.64,1,125
5314,6833,97.938,5.515,6.42,1,125
5314,7081,59.052,7.334,6.35,1,125
5314,6879,81.124,4.774,7.02,1,125
5314,6880,59.869,8.043,6.50,1,125
5316,6751,145.011,4.653,6.48,10,29
5317,5318,0.971,5.221,6.01,256,3
5318,7716,7.682,4.598,6.00,256,3
5319,6206,45.115,5.068,7.07,3164,2
5320,5331,37.781,6.470,6.26,1,125
5320,6811,105.882,7.047,6.19,1,125
5320,6848,120.317,7.450,6.06,1,125
5323,6814,102.289,5.551,6.13,1,125
5323,8975,115.495,8.004,6.10,1,125
5323,6841,104.402,6.213,6.40,1,125
5323,7610,162.522,8.820,6.16,1,125
5323,6824,70.050,9.340,6.96,1,125
5323,6811,111.005,6.196,6.13,1,125
5323,6848,128.325,7.264,6.41,1,125
5323,5331,28.425,1.754,6.84,1,125
5323,6851,135.844,7.775,6.11,1,125
5323,6833,82.235,9.506,6.41,1,125
5323,6879,66.402,9.271,6.85,1,125
5324,5325,0.480,0.849,7.03,3165,2
5328,9803,47.401,2.474,6.89,3166,2
5329,5371,101.981,6.250,7.14,0,151
5329,6171,173.450,7.552,6.02,0,151
5329,5372,102.607,9.352,6.25,0,151
5329,5373,90.096,3.826,7.16,0,151
5329,5634,138.419,8.527,6.48,0,151
5329,5687,153.698,6.521,6.81,0,151
5329,5639,128.909,6.739,6.93,0,151
5329,10371,96.067,6.404,6.75,0,151
5329,5691,150.445,9.755,7.12,0,151
5329,5646,168.389,9.853,6.36,0,151
5329,5925,204.109,9.872,6.15,0,151
5329,5686,153.303,7.275,7.18,0,151
5329,5394,91.680,9.368,7.39,0,151
5329,5345,57.987,7.141,6.39,0,151
5329,5683,144.266,6.066,6.87,0,151
5329,5937,166.204,7.295,8.23,0,151
5329,5497,112.534,5.064,6.39,0,151
5329,5419,100.223,9.316,7.26,0,151
5329,5643,146.406,9.209,6.13,0,151
5330,6837,126.053,9.203,6.31,1,125
5330,6817,108.028,5.598,7.10,1,125
5330,5667,144.915,7.047,6.28,1,125
5330,6864,98.738,6.931,6.32,1,125
5330,6830,79.263,9.324,7.62,1,125
5330,6831,78.919,8.900,7.41,1,125
5330,5414,80.093,9.101,6.86,1,125
5330,7077,29.462,1.519,6.90,1,125
5330,6880,56.140,7.914,6.99,1,125
5330,7146,105.042,5.879,6.70,1,125
5330,7081,39.092,8.398,6.52,1,125
5331,6814,121.010,6.588,6.29,1,125
5331,8975,120.927,7.727,6.39,1,125
5331,6841,129.238,7.176,6.79,1,125
5331,7610,167.065,9.087,6.33,1,125
5331,6824,90.907,9.103,7.51,1,125
5331,6811,132.168,7.510,6.19,1,125
5331,6879,88.245,9.035,7.17,1,125
5331,6833,107.084,9.484,6.80,1,125
5331,6318,174.825,9.709,6.60,1,125
5331,6851,163.092,8.947,6.51,1,125
5331,6848,154.998,8.882,6.11,1,125
5332,7401,668.188,9.144,6.58,3167,2
5336,5603,96.004,9.044,6.36,3168,2
5337,5464,34.256,8.939,6.56,3,114
5338,5389,43.271,5.251,6.08,0,151
5339,6386,85.512,5.800,6.19,3169,2
5340,5362,8.666,5.673,7.35,3170,2
5341,9606,117.002,9.866,6.58,3171,2
5343,5893,188.841,5.786,7.08,3172,2
5344,5421,66.924,2.725,6.45,0,151
5344,5422,77.045,3.819,7.44,0,151
5344,6222,206.773,9.240,6.01,0,151
5344,8389,117.486,6.185,6.63,0,151
5344,5948,126.633,8.565,6.28,0,151
5344,5682,89.631,4.269,6.84,0,151
5344,5434,94.453,5.883,6.73,0,151
5344,5875,140.424,5.620,6.01,0,151
5344,5436,103.421,6.688,7.30,0,151
5344,5692,111.042,5.562,6.67,0,151
5344,5438,146.864,9.720,6.19,0,151
5344,5695,111.652,5.434,6.75,0,151
5344,10211,86.886,3.282,6.77,0,151
5344,5699,136.576,6.593,6.26,0,151
5344,5427,94.260,3.674,6.82,0,151
5344,5345,19.092,8.494,7.15,0,151
5344,5892,155.730,9.019,6.35,0,151
5344,6253,216.003,9.640,6.65,0,151
5344,6166,127.417,5.230,6.90,0,151
5344,6167,128.160,7.603,6.23,0,151
5344,5365,20.347,5.409,6.61,0,151
5344,6170,131.540,6.143,6.82,0,151
5344,5370,65.691,6.263,6.67,0,151
5344,5372,67.550,7.309,6.50,0,151
5344,5632,112.874,4.871,6.03,0,151
5344,5458,151.741,7.260,6.15,0,151
5344,6388,223.446,8.499,6.21,0,151
5344,5377,27.238,4.027,6.14,0,151
5344,5638,86.568,3.335,7.28,0,151
5344,6182,162.307,7.422,6.26,0,151
5344,5380,51.558,5.736,6.39,0,151
5344,6183,140.923,8.895,6.35,0,151
5344,5644,115.399,8.324,6.73,0,151
5344,6190,164.405,8.845,6.78,0,151
5344,5394,55.849,6.945,6.46,0,151
5344,5691,110.132,8.729,6.58,0,151
5344,5424,80.710,7.097,6.73,0,151
5344,6203,171.438,7.085,6.63,0,151
5344,5668,135.311,7.155,6.01,0,151
5344,5411,83.996,3.285,7.06,0,151
5344,5420,69.210,6.214,6.29,0,151
5344,5417,63.413,5.519,7.67,0,151
5344,5525,145.592,5.620,6.14,0,151
5344,5419,61.013,7.216,6.44,0,151
5345,5421,52.076,7.704,6.64,0,151
5345,5422,60.620,6.454,7.01,0,151
5345,5424,67.996,3.409,7.41,0,151
5345,5427,80.153,8.149,7.40,0,151
5345,5440,138.697,7.960,6.09,0,151
5345,5964,144.756,5.858,7.37,0,151
5345,5948,116.363,4.847,7.29,0,151
5345,5985,165.149,6.713,7.12,0,151
5345,5458,136.378,6.754,6.89,0,151
5345,6166,116.938,7.894,6.79,0,151
5345,6167,117.056,5.350,7.25,0,151
5345,6170,119.186,6.782,7.39,0,151
5345,6171,121.437,6.704,6.99,0,151
5345,5634,83.929,3.384,6.10,0,151
5345,5638,67.907,9.610,7.08,0,151
5345,5639,72.148,3.916,6.06,0,151
5345,6183,130.970,5.404,6.47,0,151
5345,6185,141.635,9.219,6.04,0,151
5345,5644,97.026,4.118,7.09,0,151
5345,6187,148.562,6.157,6.58,0,151
5345,5646,115.573,4.630,6.57,0,151
5345,6190,154.361,6.535,7.00,0,151
5345,5649,137.471,6.139,6.50,0,151
5345,6200,179.273,7.833,6.02,0,151
5345,6201,148.776,6.023,6.99,0,151
5345,6203,156.663,8.350,6.23,0,151
5345,5668,116.501,5.796,7.14,0,151
5345,10063,122.479,5.214,6.89,0,151
5345,5357,32.343,6.705,7.51,0,151
5345,6222,193.256,8.471,6.45,0,151
5345,8389,132.944,6.716,6.66,0,151
5345,5681,72.452,9.285,6.51,0,151
5345,5683,86.702,7.174,6.92,0,151
5345,5686,95.317,5.008,6.38,0,151
5345,5687,95.720,6.854,6.75,0,151
5345,5875,153.676,8.937,6.93,0,151
5345,5691,96.828,3.954,6.72,0,151
5345,5692,96.140,6.147,7.17,0,151
5345,5695,98.597,6.382,6.30,0,151
5345,10211,101.558,9.055,7.06,0,151
5345,5699,122.391,6.538,6.82,0,151
5345,5733,155.832,6.286,6.57,0,151
5345,5371,49.004,2.896,6.68,0,151
5345,5525,126.834,8.791,7.02,0,151
5345,6253,203.399,8.764,6.64,0,151
5345,6256,207.250,8.499,6.68,0,151
5345,6081,209.149,8.587,6.86,0,151
5345,5365,2.020,3.111,6.50,0,151
5345,10371,102.822,4.477,7.05,0,151
5345,5370,47.182,3.308,7.05,0,151
5345,5734,171.718,7.075,6.72,0,151
5345,5372,48.680,2.533,7.15,0,151
5345,5373,35.345,6.273,7.03,0,151
5345,5375,11.438,2.931,6.58,0,151
5345,5377,17.782,4.625,7.09,0,151
5345,5380,34.913,3.373,6.93,0,151
5345,5925,192.081,7.887,6.30,0,151
5345,5389,63.137,2.776,7.03,0,151
5345,5394,52.121,2.783,7.02,0,151
5345,6182,148.998,7.315,7.11,0,151
5345,5398,98.487,4.177,6.79,0,151
5345,5399,85.384,7.249,6.91,0,151
5345,5419,51.608,2.627,6.69,0,151
5345,5411,85.571,8.282,7.26,0,151
5345,5420,59.337,3.689,7.17,0,151
5345,5892,164.871,6.780,6.69,0,151
5345,5941,101.459,5.700,6.04,0,151
5345,5643,88.445,3.546,6.61,0,151
5347,6991,194.343,9.746,6.04,1,125
5347,6836,134.263,8.564,6.16,1,125
5347,6859,106.154,7.382,6.42,1,125
5347,6804,118.756,7.307,6.77,1,125
5347,7077,32.240,6.554,6.45,1,125
5347,6947,107.666,6.158,6.51,1,125
5347,5619,155.291,8.166,6.39,1,125
5347,6815,117.814,8.743,6.36,1,125
5347,6858,105.111,9.214,6.64,1,125
5347,9317,140.167,7.474,6.31,1,125
5347,6817,117.927,7.608,6.46,1,125
5347,7086,69.240,3.921,6.43,1,125
5347,5667,153.894,9.661,6.47,1,125
5347,6820,99.290,5.070,6.87,1,125
5347,6800,129.194,6.474,6.46,1,125
5347,5605,160.148,8.408,6.20,1,125
5347,6828,99.787,5.178,6.64,1,125
5347,5409,56.534,4.523,7.24,1,125
5347,6921,113.339,8.182,6.49,1,125
5347,6864,109.276,5.773,6.69,1,125
5347,6831,89.060,4.612,6.39,1,125
5347,5414,70.287,3.767,6.09,1,125
5347,6833,95.844,7.629,6.38,1,125
5347,6879,82.900,7.119,6.48,1,125
5348,5468,108.223,7.996,6.41,7,47
5348,5367,103.176,4.409,6.06,7,47
5348,5520,61.672,6.071,7.54,7,47
5348,9455,178.177,8.297,6.24,7,47
5350,5351,0.202,3.357,7.33,3173,2
5353,9546,113.144,7.216,6.21,3174,2
5355,7128,290.106,7.040,6.57,3175,2
5356,7358,0.245,0.657,7.80,3176,2
5357,5422,52.276,2.080,6.43,0,151
5357,6222,173.110,7.273,6.22,0,151
5357,5427,63.114,2.575,7.67,0,151
5357,5434,59.778,6.981,6.44,0,151
5357,5458,160.277,6.651,6.13,0,151
5357,5875,131.463,5.009,7.37,0,151
5357,5692,80.584,3.545,6.44,0,151
5357,5424,48.223,4.877,6.41,0,151
5357,5440,168.883,6.499,6.36,0,151
5357,5964,112.473,8.563,6.49,0,151
5357,5699,104.368,4.557,6.12,0,151
5357,5733,146.855,8.027,6.20,0,151
5357,5681,61.326,3.241,7.26,0,151
5357,5892,136.858,7.197,7.08,0,151
5357,5985,134.284,9.259,6.65,0,151
5357,6253,181.456,7.644,6.35,0,151
5357,6256,183.918,8.406,6.64,0,151
5357,6081,176.988,8.142,6.92,0,151
5357,6167,93.007,5.319,7.13,0,151
5357,10371,135.021,9.840,6.56,0,151
5357,5370,66.188,4.628,6.14,0,151
5357,5734,163.587,7.908,6.46,0,151
5357,5372,64.966,5.558,6.98,0,151
5357,6190,128.555,6.585,6.89,0,151
5357,5638,70.351,3.757,6.74,0,151
5357,6182,128.713,5.419,7.45,0,151
5357,5380,32.807,3.729,6.26,0,151
5357,5392,11.326,5.296,7.71,0,151
5357,5643,86.028,7.163,6.53,0,151
5357,5644,95.275,6.348,6.41,0,151
5357,6187,122.116,6.780,6.20,0,151
5357,5646,126.690,7.990,6.10,0,151
5357,5948,91.028,6.255,7.03,0,151
5357,5435,60.326,5.223,7.24,0,151
5357,5389,45.532,5.693,7.50,0,151
5357,5390,20.081,4.233,6.44,0,151
5357,5398,71.216,8.391,6.76,0,151
5357,5399,55.994,2.140,7.26,0,151
5357,6170,97.313,4.093,7.15,0,151
5357,5402,49.550,3.576,8.02,0,151
5357,5668,117.533,5.468,6.49,0,151
5357,5411,53.575,2.266,6.25,0,151
5357,6201,133.156,7.581,6.22,0,151
5357,5420,34.340,3.969,6.39,0,151
5357,5525,139.270,5.337,6.93,0,151
5357,5941,74.917,3.831,6.81,0,151
5358,5490,157.478,8.892,6.67,3177,2
5360,7044,222.991,9.195,6.02,3178,2
5361,8541,258.470,9.599,6.05,3179,2
5363,9696,58.120,7.043,6.38,3180,2
5364,6074,182.063,8.194,6.06,257,3
5365,5421,52.432,4.771,6.99,0,151
5365,5422,60.615,3.724,6.90,0,151
5365,5424,68.645,2.885,6.64,0,151
5365,8389,133.052,5.297,6.80,0,151
5365,5682,73.844,3.981,6.98,0,151
5365,5683,86.529,9.979,6.47,0,151
5365,5685,82.995,3.350,6.78,0,151
5365,5687,95.277,9.549,6.06,0,151
5365,5458,134.429,5.329,6.65,0,151
5365,5875,155.663,6.961,6.59,0,151
5365,5691,97.325,4.459,6.51,0,151
5365,5692,96.373,4.129,6.58,0,151
5365,6222,193.645,7.579,6.49,0,151
5365,5695,99.129,4.321,6.14,0,151
5365,5964,146.423,6.979,6.55,0,151
5365,10211,101.574,6.373,6.72,0,151
5365,5699,122.718,4.953,6.49,0,151
5365,5518,173.786,8.092,6.02,0,151
5365,5370,45.587,1.826,7.20,0,151
5365,6190,155.230,6.147,6.32,0,151
5365,6253,203.917,7.973,6.53,0,151
5365,5525,125.350,6.373,6.58,0,151
5365,5925,194.002,9.025,6.17,0,151
5365,5985,166.528,7.803,6.58,0,151
5365,5947,117.126,4.915,7.01,0,151
5365,6166,117.789,5.637,7.14,0,151
5365,6167,117.830,4.638,6.12,0,151
5365,6170,119.793,4.988,6.47,0,151
5365,10371,101.233,6.276,6.75,0,151
5365,5733,155.505,6.501,6.22,0,151
5365,5630,62.688,5.672,6.64,0,151
5365,5632,92.527,8.575,6.21,0,151
5365,5375,11.857,0.511,6.94,0,151
5365,5740,169.352,8.807,6.14,0,151
5365,5638,67.167,6.651,6.67,0,151
5365,5639,71.148,6.391,6.56,0,151
5365,5380,34.978,1.369,6.69,0,151
5365,6183,131.868,5.458,6.78,0,151
5365,5644,96.392,4.150,6.69,0,151
5365,6187,149.491,6.035,6.19,0,151
5365,5649,136.133,5.337,6.76,0,151
5365,5686,94.846,7.357,6.22,0,151
5365,5394,53.744,2.455,7.22,0,151
5365,5395,57.290,3.803,7.23,0,151
5365,6201,148.892,6.219,6.53,0,151
5365,6203,156.865,6.590,6.86,0,151
5365,5668,115.647,4.535,6.41,0,151
5365,6093,254.706,10.000,6.29,0,151
5365,6081,210.967,8.330,6.32,0,151
5365,5411,87.407,5.596,7.21,0,151
5365,5419,52.744,2.542,6.75,0,151
5365,5420,60.385,2.379,6.57,0,151
5367,5520,163.298,9.777,6.29,7,47
5367,7326,168.133,6.982,6.30,7,47
5367,5468,70.032,5.766,7.09,7,47
5367,5387,21.901,2.913,6.18,7,47
5367,9455,96.505,4.687,6.17,7,47
5369,6193,153.680,7.534,6.04,0,151
5370,5421,51.245,5.102,7.29,0,151
5370,5422,48.586,3.776,7.21,0,151
5370,5424,68.835,2.783,7.23,0,151
5370,5947,122.689,5.272,6.53,0,151
5370,5427,72.689,5.557,6.33,0,151
5370,5964,165.685,7.449,6.91,0,151
5370,5948,116.219,4.763,6.84,0,151
5370,5985,176.178,7.952,6.83,0,151
