id,size,mean_ra,mean_dec,mean_distance
1478,2,69.360092,0.563926,63.956
1479,2,40.045979,14.568909,292.400
1480,2,105.150650,-11.177080,131.946
1481,2,192.827835,44.924615,125.345
1482,2,92.875643,16.068936,150.753
1483,2,130.493159,62.021200,159.074
1484,2,233.885918,-9.472872,439.220
1485,2,176.642843,-23.966246,238.344
1486,2,57.567661,18.671429,270.985
1487,2,347.147814,-41.320946,121.132
1488,2,281.714573,46.786194,67.094
1489,2,350.785831,45.006754,171.651
1490,2,232.034028,-44.528568,160.083
1491,2,170.504235,-8.924866,27.424
1492,2,13.892337,-43.273036,242.694
1493,2,316.440477,37.395067,116.230
1494,2,134.222184,-49.628269,224.700
1495,2,30.778045,-7.414545,151.629
1496,2,304.092731,61.494065,244.092
1497,2,159.414959,54.197124,64.087
1498,2,241.116040,51.896939,300.703
1499,2,95.250569,-72.709801,103.010
1500,2,162.427842,45.356968,110.587
1501,2,212.104747,-39.902019,347.336
1502,2,297.119354,23.045226,95.377
1503,2,250.626498,69.525707,143.292
1504,2,175.891147,-25.193122,364.106
1505,2,27.572565,46.326316,192.892
1506,2,219.342461,11.031880,96.576
1507,2,16.588758,28.425658,94.818
1508,2,287.228741,30.497233,289.021
1509,2,119.486569,26.822214,20.225
1510,2,65.974320,21.335521,31.934
1511,2,22.501101,-8.150867,63.886
1512,2,29.268884,46.898502,178.155
1513,2,137.028586,-58.642635,97.858
1514,2,171.298741,-0.700258,27.657
1515,2,140.532533,59.109368,59.818
1516,2,219.903544,-60.415569,102.736
1517,2,159.593761,56.320621,92.088
1518,2,50.322534,66.871255,77.608
1519,2,220.075788,12.093401,250.186
1520,2,151.081108,-37.769114,295.097
1521,2,163.935221,-69.350834,125.036
1522,2,161.907063,-26.699557,56.309
1523,2,343.708287,43.942661,361.220
1524,2,175.928854,-45.146221,319.370
1525,2,219.176638,12.167658,217.163
1526,2,74.230392,5.747752,168.299
1527,2,64.198294,33.809038,275.027
1528,2,250.602751,-67.470846,220.089
1529,2,227.957853,61.859636,62.131
1530,2,199.639577,32.509411,181.324
1531,2,88.149731,-15.537343,121.819
1532,2,247.068132,69.589909,79.595
1533,2,80.393899,-46.706661,20.614
1534,2,259.694467,7.987017,161.360
1535,2,72.388912,57.796514,137.639
1536,2,169.820640,-42.954515,91.032
1537,2,107.100904,-32.756744,111.357
1538,2,133.186609,28.458051,129.933
1539,2,128.072582,-45.796748,193.182
1540,2,327.252190,-53.677205,216.657
1541,2,182.418365,83.395965,142.203
1542,2,6.511747,57.252519,216.132
1543,2,36.695279,32.356414,126.115
1544,2,201.437176,-8.324350,289.936
1545,2,130.323786,30.290246,100.942
1546,2,238.372673,-62.279068,344.050
1547,2,280.808080,-19.935387,148.391
1548,2,47.353632,-27.834018,173.103
1549,2,286.027369,-38.753341,126.924
1550,2,299.704384,-73.235469,144.704
1551,2,163.806491,48.097238,157.558
1552,2,287.519683,23.248793,199.463
1553,2,238.481015,-24.468654,203.121
1554,2,151.878556,21.775532,118.939
1555,2,326.754554,29.515303,359.645
1556,2,102.701124,-7.041293,96.096
1557,2,109.246941,-54.419504,149.478
1558,2,331.585076,43.754138,235.985
1559,2,180.341446,-67.835608,185.536
1560,2,128.978371,9.908433,82.608
1561,2,15.307500,27.321780,223.631
1562,2,260.881726,46.750686,175.110
1563,2,251.414094,-67.258626,168.094
1564,2,336.267941,-58.219827,142.403
1565,2,73.100765,-16.773246,272.756
1566,2,184.753670,-58.278996,102.432
1567,2,323.559141,-57.494984,74.739
1568,2,297.964104,56.203814,120.609
1569,2,173.398868,-44.592615,181.639
1570,2,205.182098,-86.434954,130.775
1571,2,244.199594,-65.568817,196.126
1572,2,181.872699,20.596768,127.722
1573,2,309.187685,-35.032351,272.594
1574,2,9.183348,-35.657094,79.654
1575,2,80.885499,-6.520683,304.909
1576,2,275.835284,-11.615670,125.764
1577,2,155.192659,58.602802,240.070
1578,2,254.867394,-4.575826,189.829
1579,2,73.040378,7.401893,149.325
1580,2,335.352319,51.285935,180.421
1581,2,189.657876,-63.217193,152.947
1582,2,39.251142,-8.440484,120.873
1583,2,74.151326,74.231465,164.726
1584,2,308.987508,-34.283523,187.746
1585,2,125.368707,9.669892,98.946
1586,2,44.207880,54.856615,76.994
1587,2,119.238745,-25.593815,124.983
1588,2,33.546580,49.206944,47.731
1589,2,128.711870,-59.751873,144.052
1590,2,42.146758,70.790778,107.396
1591,2,96.494159,-64.326146,161.767
1592,2,357.657944,-33.572926,160.364
1593,2,300.223742,47.773462,40.295
1594,2,205.453564,-35.980500,147.323
1595,2,46.741055,56.600518,189.787
1596,2,73.572453,7.588693,157.296
1597,2,224.631810,-27.402185,65.414
1598,2,259.340830,3.995318,169.322
1599,2,100.151805,-36.709506,167.108
1600,2,182.796520,33.262414,94.616
1601,2,119.750813,-26.646317,185.430
1602,2,268.071063,64.236728,113.130
1603,2,226.975737,85.751717,59.926
1604,2,100.046185,-37.028137,186.451
1605,2,156.168034,-66.876245,123.181
1606,2,85.111352,-2.393072,375.481
1607,2,342.157071,-38.402958,119.370
1608,2,126.821616,33.946556,293.549
1609,2,127.098846,34.907577,132.256
1610,2,179.881155,-57.822092,304.051
1611,2,120.588553,-60.297623,397.507
1612,2,165.074342,-68.406740,186.732
1613,2,219.259733,-5.113325,44.883
1614,2,158.732679,45.999652,82.875
1615,2,89.463074,66.632505,140.271
1616,2,7.027900,-6.922352,181.022
1617,2,256.635335,5.263404,110.041
1618,2,57.903739,49.087214,91.856
1619,2,65.141310,-38.355710,92.348
1620,2,187.569735,21.958789,173.192
1621,2,278.594461,28.732838,190.201
1622,2,73.569625,7.370091,29.580
1623,2,325.349481,-50.026648,124.882
1624,2,195.203664,-31.601320,113.648
1625,2,208.619953,-36.553617,119.969
1626,2,297.773377,-14.978446,89.916
1627,2,346.101311,-37.234280,145.696
1628,2,5.271999,58.814590,237.818
1629,2,145.395689,-5.928144,148.361
1630,2,230.910121,-45.955889,147.268
1631,2,13.018362,-15.459306,152.204
1632,2,191.893585,-20.341774,290.419
1633,2,278.029343,-51.941466,159.247
1634,2,286.067918,11.277965,184.443
1635,2,103.116461,-15.212466,172.345
1636,2,311.183703,65.302920,154.386
1637,2,330.340711,44.283479,161.571
1638,2,305.482873,-27.542487,106.833
1639,2,206.115397,-37.735862,43.562
1640,2,96.650988,-58.618128,65.831
1641,2,28.773183,-40.552935,54.152
1642,2,189.055998,-79.526827,77.919
1643,2,191.022088,68.458028,151.158
1644,2,99.516549,12.383203,233.014
1645,2,153.529558,-60.932131,145.629
1646,2,221.616106,55.239552,120.031
1647,2,156.877236,48.978868,125.227
1648,2,204.104278,-36.365626,104.414
1649,2,262.377157,63.860137,45.938
1650,2,327.083390,-61.515302,46.685
1651,2,110.863453,-7.456989,76.775
1652,2,105.701025,-39.536367,83.854
1653,2,212.797976,-55.185851,148.292
1654,2,348.742326,35.930010,149.079
1655,2,296.388717,-56.229304,257.722
1656,2,337.749081,52.021556,224.935
1657,2,158.224084,51.796997,51.709
1658,2,230.203673,15.065853,213.970
1659,2,180.427851,-72.506455,143.685
1660,2,331.932090,-55.136243,36.345
1661,2,13.926740,72.543248,54.486
1662,2,50.903015,-26.111585,234.438
1663,2,236.652447,-53.475362,107.406
1664,2,337.865154,-38.845849,58.664
1665,2,351.895378,16.625898,80.384
1666,2,178.593812,-35.905340,149.227
1667,2,182.148188,-56.768171,58.375
1668,2,39.872333,-6.976067,182.486
1669,2,134.774153,32.474572,111.416
1670,2,105.936808,-36.268527,139.161
1671,2,202.974684,-6.544943,64.108
1672,2,89.626598,68.889307,256.727
1673,2,230.687317,14.823919,155.642
1674,2,159.538854,-31.696294,78.951
1675,2,84.351860,-2.414948,386.369
1676,2,305.935349,-67.550647,197.640
1677,2,349.760154,-78.205159,158.651
1678,2,128.993902,13.746732,68.170
1679,2,44.839048,58.299663,213.082
1680,2,212.385685,35.808256,185.124
1681,2,47.677628,16.514578,267.750
1682,2,264.066301,25.315673,355.375
1683,2,42.868825,58.160080,192.536
1684,2,246.280307,21.567015,37.633
1685,2,173.367409,66.768765,256.775
1686,2,184.413595,-61.017916,312.952
1687,2,330.957005,35.927531,259.973
1688,2,199.093803,50.059427,127.254
1689,2,128.842038,51.675008,103.509
1690,2,13.492576,-13.314853,189.732
1691,2,5.364624,59.011213,163.447
1692,2,69.408047,27.119449,144.086
1693,2,40.762968,29.872571,110.549
1694,2,243.179869,41.728576,117.316
1695,2,207.439383,57.681155,163.401
1696,2,18.498739,-76.318342,129.894
1697,2,111.351917,68.286993,308.323
1698,2,347.193120,76.755743,242.199
1699,2,352.913343,-30.059544,159.634
1700,2,41.516222,14.085101,166.366
1701,2,348.102633,-40.135385,127.326
1702,2,192.086057,-11.507247,68.283
1703,2,157.990955,-57.647712,194.904
1704,2,99.417796,67.119566,162.849
1705,2,184.535984,-78.432481,65.909
1706,2,251.106334,-42.394779,250.518
1707,2,253.506481,-66.318246,344.021
1708,2,216.716926,-65.560657,191.178
1709,2,202.789382,63.272871,129.140
1710,2,278.162377,81.188502,112.327
1711,2,252.594924,22.008141,100.858
1712,2,24.321964,-61.674726,260.897
1713,2,274.716976,-9.213406,139.682
1714,2,105.981460,-37.792920,121.403
1715,2,297.923648,-53.511527,225.668
1716,2,298.791303,-53.996314,130.770
1717,2,239.823481,51.656280,136.321
1718,2,356.793292,61.499867,108.362
1719,2,115.315948,11.729486,95.890
1720,2,305.122108,69.152563,84.454
1721,2,103.170074,25.672298,135.222
1722,2,40.179622,33.602512,241.116
1723,2,165.128717,-49.337341,124.586
1724,2,340.152351,76.150891,198.839
1725,2,24.412929,7.147485,66.846
1726,2,289.050593,11.867313,109.564
1727,2,296.490241,-25.528411,143.200
1728,2,352.373319,59.710020,193.966
1729,2,32.086528,73.920953,132.642
1730,2,168.584470,-47.834710,141.492
1731,2,179.370315,-15.160896,138.367
1732,2,59.952398,11.543816,156.322
1733,2,287.045386,38.906784,137.609
1734,2,77.333021,64.244162,140.413
1735,2,122.818967,56.892935,135.040
1736,2,85.393022,-9.390011,103.440
1737,2,94.489800,67.963819,186.319
1738,2,41.063307,39.388444,189.970
1739,2,76.880785,74.324268,201.776
1740,2,219.628791,-70.146347,226.399
1741,2,217.214803,38.605344,76.548
1742,2,349.358620,36.184493,249.062
1743,2,314.577807,-53.090227,68.088
1744,2,39.520639,23.366127,150.445
1745,2,295.281845,-20.378434,121.392
1746,2,134.723021,-51.349870,240.682
1747,2,12.893325,-37.863463,219.039
1748,2,200.111761,54.310328,326.564
1749,2,296.904169,-53.098696,208.931
1750,2,16.242749,37.949836,226.418
1751,2,179.536222,-42.883795,186.990
1752,2,290.185010,5.366672,120.913
1753,2,173.112391,-55.277028,151.492
1754,2,44.208781,-7.814893,226.078
1755,2,18.123242,51.059305,106.223
1756,2,252.377894,23.656949,130.883
1757,2,37.562280,-38.042660,444.017
1758,2,319.595042,-52.056738,237.351
1759,2,331.420166,32.773242,199.968
1760,2,36.449456,6.457669,76.152
1761,2,85.396236,76.066813,205.092
1762,2,211.451607,-44.863206,158.230
1763,2,38.601661,-37.558520,181.865
1764,2,114.657244,-7.762743,97.937
1765,2,250.792768,-66.385129,193.373
1766,2,116.595006,16.416651,63.604
1767,2,113.105389,-24.037699,101.140
1768,2,76.092632,11.925866,53.060
1769,2,155.633816,-44.342742,140.046
1770,2,56.085102,-43.522687,41.304
1771,2,268.750689,-63.214011,459.277
1772,2,67.637972,-36.735175,99.210
1773,2,241.129689,-67.163992,303.885
1774,2,79.377947,13.604250,113.044
1775,2,301.372623,-70.529178,391.574
1776,2,223.794487,16.474190,79.115
1777,2,3.315002,-73.323699,124.239
1778,2,198.200494,55.430070,203.482
1779,2,115.604045,25.276393,147.019
1780,2,158.601806,-68.459696,341.878
1781,2,4.930226,60.766382,106.291
1782,2,349.566779,-35.688449,163.409
1783,2,43.644783,56.885351,140.024
1784,2,159.447892,-39.074674,289.007
1785,2,341.289222,46.154903,74.863
1786,2,234.556079,36.247196,116.044
1787,2,8.654726,62.606291,65.113
1788,2,189.191295,-59.718781,86.240
1789,2,94.348055,70.463520,176.006
1790,2,217.176590,9.226534,56.988
1791,2,8.559270,69.270498,44.276
1792,2,222.041408,-36.783810,46.882
1793,2,70.878636,-17.455616,154.499
1794,2,202.251436,-43.652113,161.042
1795,2,342.727573,31.453730,115.904
1796,2,217.419936,-56.281304,508.349
1797,2,188.200386,-17.229564,103.804
1798,2,332.112782,-60.186359,223.406
1799,2,131.345216,-43.349132,157.633
1800,2,79.239112,-56.430802,341.529
1801,2,268.634311,48.962104,186.558
1802,2,257.843953,-23.843224,153.874
1803,2,315.106001,2.336837,131.743
1804,2,80.229609,-57.348954,90.372
1805,2,4.651678,58.008477,230.881
1806,2,246.132747,25.777308,91.940
1807,2,331.144969,-56.131562,63.628
1808,2,47.541758,-5.288883,167.307
1809,2,100.676515,-39.523754,97.571
1810,2,48.980713,24.491052,151.573
1811,2,331.884437,55.555683,285.348
1812,2,30.570863,-59.724565,325.304
1813,2,175.614847,2.852280,178.267
1814,2,332.931110,-58.831965,212.719
1815,2,90.935817,-9.186154,71.697
1816,2,45.208517,59.659352,250.870
1817,2,335.304471,61.467509,108.676
1818,2,182.209516,71.573867,192.994
1819,2,75.319031,-30.083726,109.328
1820,2,205.009893,23.152204,119.963
1821,2,225.467941,19.870800,66.526
1822,2,46.869949,60.113341,175.191
1823,2,80.539134,-14.872882,62.062
1824,2,301.773689,-2.966783,66.780
1825,2,204.888104,42.615676,202.578
1826,2,250.006715,25.685595,227.085
1827,2,127.461501,31.372621,194.248
1828,2,234.958029,-4.412234,153.671
1829,2,171.654701,3.703176,78.894
1830,2,31.347397,-59.163986,240.574
1831,2,217.584053,-57.268748,189.088
1832,2,271.323983,-78.885784,143.117
1833,2,353.828978,29.646234,115.554
1834,2,279.890705,17.990540,151.122
1835,2,262.156321,-10.777668,86.644
1836,2,355.912305,-77.808379,146.450
1837,2,10.587691,4.755884,123.909
1838,2,217.763290,38.189975,115.303
1839,2,83.567177,15.244839,28.335
1840,2,118.203412,-28.402958,78.987
1841,2,31.904333,-44.792090,94.928
1842,2,297.836887,59.625797,217.402
1843,2,313.695254,-24.758854,60.426
1844,2,74.413480,-5.748675,229.930
1845,2,85.400657,-17.113357,110.634
1846,2,333.183011,58.650188,136.958
1847,2,93.371879,69.750595,276.886
1848,2,95.293622,-35.125896,139.941
1849,2,124.185607,-33.178634,175.292
1850,2,45.058331,18.838668,95.709
1851,2,193.913726,27.008175,129.230
1852,2,125.156050,55.099089,120.066
1853,2,94.071722,21.506857,156.739
1854,2,30.961193,-74.121004,137.472
1855,2,303.792509,-3.505059,90.001
1856,2,337.587791,43.993230,138.890
1857,2,333.147346,33.972767,160.058
1858,2,45.914128,44.049154,207.341
1859,2,200.528773,-3.848098,100.216
1860,2,11.677111,-10.170356,79.922
1861,2,302.975377,-35.383874,201.662
1862,2,164.720755,-83.913686,166.150
1863,2,335.745847,57.646731,175.420
1864,2,266.010571,27.937939,68.007
1865,2,146.700791,-55.206341,195.400
1866,2,10.566050,30.596389,218.411
1867,2,179.656111,-63.197476,232.831
1868,2,259.904669,39.570468,45.800
1869,2,44.146675,19.328993,192.210
1870,2,235.437868,-42.421808,154.920
1871,2,228.969320,-56.742187,259.761
1872,2,24.681095,-45.244519,16.634
1873,2,58.199597,47.502073,188.051
1874,2,306.993268,-42.620382,103.552
1875,2,194.420733,56.216420,23.783
1876,2,42.160268,-29.472833,146.418
1877,2,352.509764,-54.315735,116.363
1878,2,114.420007,-27.575249,154.877
1879,2,31.061851,5.658543,183.655
1880,2,41.875077,-6.014117,174.249
1881,2,58.415716,13.049601,81.445
1882,2,178.714884,-85.941755,209.878
1883,2,289.200910,17.214279,144.738
1884,2,329.105431,-42.194442,126.643
1885,2,87.539661,-7.625681,194.037
1886,2,17.312894,50.320971,87.110
1887,2,74.314514,-47.564241,157.196
1888,2,101.899997,-22.931832,177.266
1889,2,56.302826,49.051431,195.765
1890,2,192.041652,-24.804941,18.725
1891,2,128.754359,31.346043,126.971
1892,2,104.880301,-6.063582,117.538
1893,2,138.713946,49.855547,159.566
1894,2,48.839067,59.644725,249.618
1895,2,330.796184,-18.172904,100.561
1896,2,31.447664,52.282365,174.956
1897,2,217.097789,21.438728,63.456
1898,2,44.800085,-79.372780,113.018
1899,2,177.465073,-39.718878,284.562
1900,2,179.097371,-57.819461,123.919
1901,2,262.697355,48.169117,89.030
1902,2,100.734527,-23.387412,153.538
1903,2,40.988909,-28.439150,157.748
1904,2,319.187541,-51.393752,163.420
1905,2,332.916094,33.210890,191.660
1906,2,92.956065,-69.522797,108.592
1907,2,289.304760,-71.160370,141.093
1908,2,29.880574,37.118185,171.746
1909,2,58.654499,35.312966,82.350
1910,2,130.088970,-42.005267,159.947
1911,2,74.683299,11.204997,102.905
1912,2,177.483584,24.606415,185.913
1913,2,43.185960,33.678018,157.000
1914,2,291.183511,68.326614,150.581
1915,2,70.130466,-35.230019,221.690
1916,2,300.242332,-2.368198,117.591
1917,2,340.322820,44.515574,103.626
1918,2,32.876729,6.996082,419.573
1919,2,114.376886,-9.881383,178.196
1920,2,132.065229,80.617869,267.707
1921,2,78.069025,-35.294996,123.684
1922,2,120.841662,-35.214071,192.199
1923,2,84.922787,-47.575505,89.412
1924,2,56.480816,13.979552,137.918
1925,2,213.054378,-35.645912,376.216
1926,2,234.169453,-42.132590,76.529
1927,2,234.186346,-42.077296,163.983
1928,2,325.316519,81.686190,163.695
1929,2,331.798669,-55.878937,235.713
1930,2,22.098060,61.535957,368.295
1931,2,2.481458,73.484020,187.243
1932,2,294.367880,30.475563,89.241
1933,2,98.405415,-36.960169,173.582
1934,2,5.248815,64.002288,284.834
1935,2,153.055960,-28.897207,225.352
1936,2,101.363347,-21.781889,229.705
1937,2,9.027497,-2.661472,143.435
1938,2,285.549100,51.357819,275.765
1939,2,274.674249,-35.562024,45.151
1940,2,352.135818,79.851290,164.205
1941,2,211.891897,-57.994610,116.766
1942,2,240.395558,13.651400,126.460
1943,2,214.942716,-74.298203,209.026
1944,2,278.418611,5.945171,97.996
1945,2,110.131726,68.539572,217.104
1946,2,203.328948,23.012121,121.219
1947,2,16.589006,37.073045,43.703
1948,2,55.141183,13.174743,149.536
1949,2,285.283632,16.890307,121.714
1950,2,130.548391,75.201091,420.656
1951,2,101.393505,-68.115656,226.073
1952,2,76.807481,-1.942743,120.426
1953,2,17.014620,35.755292,161.937
1954,2,264.052059,-8.379442,191.678
1955,2,130.276227,14.667334,20.425
1956,2,307.736830,-33.724864,192.595
1957,2,307.004086,-33.545691,178.586
1958,2,160.898374,69.890714,177.207
1959,2,26.944879,-58.401250,133.361
1960,2,111.451448,11.176415,103.740
1961,2,233.634822,-40.638710,145.972
1962,2,330.148305,54.172135,129.360
1963,2,230.096066,47.168547,273.835
1964,2,114.953568,-6.246366,89.549
1965,2,59.957982,20.707792,166.950
1966,2,43.914080,-47.690556,154.681
1967,2,60.087624,13.096699,118.655
1968,2,156.172072,-37.480253,132.020
1969,2,191.914086,30.240964,58.169
1970,2,117.594478,-50.187007,179.438
1971,2,273.273342,-76.425584,273.331
1972,2,122.896834,56.063377,123.636
1973,2,27.550507,52.498988,190.915
1974,2,263.380444,-60.814644,207.713
1975,2,178.137497,-70.825165,264.132
1976,2,29.473871,8.867312,66.998
1977,2,266.282090,-6.141433,113.478
1978,2,313.419467,3.593744,158.267
1979,2,151.019220,-54.287304,291.674
1980,2,125.723523,28.119621,218.995
1981,2,297.846493,-61.737942,124.872
1982,2,341.273762,44.813415,120.095
1983,2,129.674064,81.144626,237.152
1984,2,212.815545,-71.436419,191.306
1985,2,59.211219,22.649860,149.007
1986,2,105.026176,-31.184736,37.930
1987,2,59.710220,-75.315514,216.815
1988,2,67.686516,-34.622249,87.851
1989,2,300.905014,33.757025,131.233
1990,2,255.514914,15.417160,203.744
1991,2,97.434129,-31.551761,167.905
1992,2,185.878234,52.740970,48.671
1993,2,85.280015,-63.357074,49.323
1994,2,10.568921,-8.557973,54.300
1995,2,338.736239,51.842823,186.928
1996,2,78.844321,-3.361372,86.593
1997,2,342.420819,46.928211,289.238
1998,2,47.654870,0.426814,83.413
1999,2,9.377347,-6.830611,58.214
2000,2,275.360347,-15.369715,209.040
2001,2,73.072782,9.585433,158.710
2002,2,352.045013,-25.198501,172.082
2003,2,42.184095,-74.547785,249.292
2004,2,204.532361,-28.528305,101.138
2005,2,291.127294,-53.835292,108.316
2006,2,46.506932,-74.638349,172.108
2007,2,64.535806,-77.736543,59.449
2008,2,291.886938,-53.462848,151.381
2009,2,44.765609,40.043531,276.578
2010,2,323.784679,-81.730518,178.290
2011,2,99.596895,24.399483,82.829
2012,2,333.856536,35.385395,181.669
2013,2,89.415469,-54.887280,137.097
2014,2,30.962944,-42.940799,47.947
2015,2,10.853738,-7.706693,209.913
2016,2,98.228786,-18.056687,102.921
2017,2,339.999300,45.022624,311.934
2018,2,114.401278,-21.904754,211.344
2019,2,2.228853,-33.184881,113.965
2020,2,134.149513,-46.659212,200.597
2021,2,206.874117,-33.800996,45.916
2022,2,172.776267,-42.119537,178.466
2023,2,67.541649,-24.502276,140.732
2024,2,18.965305,52.507618,149.205
2025,2,265.408261,-60.874080,153.958
2026,2,89.915325,-31.053754,221.461
2027,2,93.642785,-33.620371,85.497
2028,2,102.706390,-41.325530,176.834
2029,2,257.258055,-65.317363,241.113
2030,2,29.719868,-56.872186,132.135
2031,2,106.103821,69.004067,246.541
2032,2,211.955089,-73.253946,170.580
2033,2,89.316899,-70.473964,157.403
2034,2,167.050718,52.259415,369.614
2035,2,243.059784,-70.584203,297.030
2036,2,284.854353,-76.006682,373.319
2037,2,63.135713,-36.147977,124.423
2038,2,241.710970,-21.892065,105.176
2039,2,169.017131,52.775049,38.949
2040,2,307.200740,63.599116,229.314
2041,2,205.299455,-31.988736,145.052
2042,2,71.441876,44.958648,47.423
2043,2,271.126495,6.339125,34.923
2044,2,126.721096,40.477458,149.654
2045,2,88.656923,22.944607,147.262
2046,2,229.334774,16.381145,165.303
2047,2,314.452832,70.049897,213.430
2048,2,19.531954,-45.521843,49.924
2049,2,229.742539,-42.563159,174.071
2050,2,125.953087,57.409339,70.176
2051,2,277.707787,-35.332183,150.427
2052,2,328.259024,46.978180,257.191
2053,2,311.229868,49.619786,89.856
2054,2,56.392419,14.946647,96.217
2055,2,22.059297,-41.917321,74.057
2056,2,281.360489,-77.462158,92.973
2057,2,112.443874,8.815598,174.949
2058,2,263.342740,74.231345,89.101
2059,2,288.490132,18.074806,235.815
2060,2,125.172115,39.529488,281.763
2061,2,113.427804,46.318327,240.171
2062,2,53.913256,-74.131590,181.565
2063,2,130.992980,-17.006565,86.390
2064,2,350.416019,-31.724920,187.983
2065,2,16.011331,-34.700954,240.207
2066,2,308.196133,41.378189,77.162
2067,2,169.353072,-87.772046,51.326
2068,2,307.479839,81.116301,64.730
2069,2,157.685689,-37.737652,149.017
2070,2,291.348707,-73.346635,115.396
2071,2,199.314054,-61.540916,183.521
2072,2,272.121142,41.445470,91.216
2073,2,244.988757,-47.900607,124.777
2074,2,251.162802,26.455608,225.376
2075,2,337.292812,57.603105,245.924
2076,2,172.669903,-40.660673,106.383
2077,2,257.063616,-18.783267,87.542
2078,2,99.894074,26.523696,166.477
2079,2,64.611689,-34.045557,104.457
2080,2,36.484963,-16.063782,199.176
2081,2,277.156342,-26.528382,101.819
2082,2,77.799062,-1.392937,112.103
2083,2,274.268668,29.615118,99.550
2084,2,312.410083,7.077683,107.392
2085,2,237.142351,14.459007,138.689
2086,2,135.715481,64.318208,152.228
2087,2,295.900898,49.018683,100.018
2088,2,17.258297,-4.544008,100.230
2089,2,45.339615,-54.550030,64.729
2090,2,246.475558,27.062472,149.879
2091,2,210.265966,24.770658,134.523
2092,2,347.291945,40.458322,134.486
2093,2,83.065952,-2.600606,146.233
2094,2,94.448463,-32.409008,158.135
2095,2,355.489752,19.466965,205.675
2096,2,220.808033,23.852156,169.356
2097,2,101.342623,-66.169737,80.451
2098,2,30.915323,-54.411275,155.936
2099,2,233.832654,14.693516,147.664
2100,2,171.674414,10.659045,50.200
2101,2,351.465832,45.365951,60.116
2102,2,354.136664,45.544772,150.270
2103,2,174.244039,5.824822,31.013
2104,2,123.564038,-10.911479,171.175
2105,2,61.624076,50.761370,214.437
2106,2,149.795036,13.309174,139.272
2107,2,122.610779,-33.164764,133.723
2108,2,259.627689,-63.339192,135.486
2109,2,153.948036,-52.648399,254.305
2110,2,291.312907,-52.301745,111.907
2111,2,203.868559,-33.036765,229.543
2112,2,210.113547,25.755497,130.008
2113,2,229.773993,14.715600,75.449
2114,2,7.399235,75.649860,153.098
2115,2,165.818123,-64.615637,144.009
2116,2,107.213576,71.099260,142.337
2117,2,294.929120,12.204531,158.459
2118,2,145.109709,14.811494,104.662
2119,2,38.493097,-25.378701,315.511
2120,2,231.995311,14.707080,101.455
2121,2,46.892228,-73.477676,142.908
2122,2,257.636493,-63.620436,96.248
2123,2,199.690309,-59.766073,110.878
2124,2,26.554180,17.877422,203.880
2125,2,170.106661,56.596404,285.296
2126,2,331.375007,78.126788,107.125
2127,2,332.297217,-51.131267,163.440
2128,2,105.083856,-87.323528,103.944
2129,2,48.018805,-64.328446,131.403
2130,2,230.584497,-53.064105,78.584
2131,2,32.524300,-43.409208,40.641
2132,2,353.498990,46.365740,225.788
2133,2,345.146699,-23.962690,19.896
2134,2,161.827596,-20.183706,99.677
2135,2,252.176938,17.138143,118.752
2136,2,255.640445,76.306155,280.250
2137,2,78.654545,31.377931,202.125
2138,2,99.288449,-14.258025,178.652
2139,2,137.606521,-21.378053,72.443
2140,2,261.507865,42.510946,150.171
2141,2,54.031391,15.270849,228.249
2142,2,43.169603,-63.402931,211.186
2143,2,266.033823,53.178185,103.502
2144,2,185.232755,54.772932,61.880
2145,2,331.533760,13.058362,267.232
2146,2,249.108590,-8.249988,204.987
2147,2,106.848814,-64.242523,94.072
2148,2,173.204719,-57.677510,308.476
2149,2,330.256253,-52.211676,124.389
2150,2,289.727796,31.748970,108.177
2151,2,239.778858,-19.382174,98.663
2152,2,256.926706,19.893550,85.820
2153,2,214.945754,-58.506684,168.884
2154,2,238.414214,16.192280,178.501
2155,2,49.829548,62.815835,152.393
2156,2,185.812046,59.108420,73.555
2157,2,206.428409,0.625782,280.357
2158,2,316.126530,34.633702,240.692
2159,2,39.886656,-55.403574,102.715
2160,2,102.623123,-56.076933,217.680
2161,2,210.466672,-73.037776,153.563
2162,2,320.929426,80.576767,57.851
2163,2,117.888438,-26.132514,166.892
2164,2,44.483281,46.203694,61.132
2165,2,172.906205,-58.135711,203.806
2166,2,190.631419,-52.744476,109.144
2167,2,72.246053,71.553029,36.181
2168,2,78.059438,-0.343783,175.037
2169,2,139.373518,-21.151482,141.447
2170,2,158.467866,72.171213,261.232
2171,2,249.303129,78.651078,95.717
2172,2,228.574915,-55.710108,161.994
2173,2,208.748547,29.182223,246.907
2174,2,285.911490,-83.624414,93.282
2175,2,338.273612,45.545338,152.265
2176,2,227.442714,0.061841,403.257
2177,2,254.902530,-26.606445,70.942
2178,2,157.181910,-36.852688,192.002
2179,2,343.313544,-2.485037,140.996
2180,2,166.022603,22.665867,228.743
2181,2,128.643882,38.701490,194.931
2182,2,273.082945,24.226107,28.048
2183,2,179.105555,-57.153487,263.089
2184,2,127.855174,-84.487108,133.837
2185,2,139.490255,-34.242701,118.748
2186,2,186.685881,55.259276,195.924
2187,2,270.226252,9.016551,252.538
2188,2,298.966796,-83.230122,92.637
2189,2,58.956094,-9.876984,141.351
2190,2,166.632655,2.772329,219.800
2191,2,146.680658,-55.110392,146.077
2192,2,159.352860,-36.447903,170.009
2193,2,202.282396,-66.076104,76.699
