Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
 114070654889986560  114880651362045312  9.4  6.3   2  320  228  47.2 -- -- 
  65027591568709632   65120465942548864  8.6  8.6 151    0  228   7.6 -- -- 
1524142949704051072 1527401696010355712  5.8  6.5   2 4409 1605  75.7 -- -- 
5997986596970879744 5998126509828211584  2.3  7.2  47    7 2149  98.1 -- -- 
  65072431026899712   66506331628024832  3.8  6.6 151    0  228   4.9 -- -- 
  69819400680743808   69847610026687104  7.3  7.3 151    0  228  12.2 -- -- 
  67799185503558016   69904097435804672  6.4  6.3 151    0  228   8.5 -- -- 
3990316675760451200 3994813643958214656  4.8  6.9   2 3776 1605  27.1 -- -- 
 486338010422665472  498954528395104768  8.3  6.1   2 1292  286  16.8 -- -- 
5318093239654329472 5318113546259668864  6.1  6.6  36    9 1197  16.2 -- -- 
  64879398017459072   65113559634339200  8.4  6.8 151    0  228   2.8 -- -- 
5376717756539513728 5388670444365327232  8.1  7.3   2 2809 1459  56.1 -- -- 
 473827183006377344  473827904560881152  1.9  6.4   2 3450  286  72.9 -- -- 
4008681509241392256 4009518100151157248  5.5  7.1  47    8 1605   5.9 -- -- 
  64928601162063744   69896469573892224  5.9  6.5 151    0  228   5.8 -- -- 
  65072431026899712   66789868189090816  7.6  6.5 151    0  228   4.9 -- -- 
  66506331628024832   69876712724339456  8.7  6.2 151    0  228   2.6 -- -- 
6242814507531565696 6243302072217772416  5.4  6.1  72    4 2132  74.7 -- -- 
 249197404128036480  441481165827089024  3.7  6.8 125    1  210   1.9 -- -- 
  66960258131598720   68296886313838848  5.0  6.3 151    0  228   7.4 -- -- 
4008681509241392256 4009051048227419520  5.7  7.4  47    8 1605   5.9 -- -- 
  69335615566555904   69883412873314816  7.2  6.3 151    0  228   8.5 -- -- 
5970906347133209216 5971000664617273344  7.8  6.2  25   11 2149  60.1 -- -- 
2297664532488691328 2297863853331918848  3.1  6.3   2 1928  286  64.3 -- -- 
  69904097435804672   70234878637524480  5.9  6.3 151    0  228   6.0 -- -- 
4548293022693777024 4565081019061253632  8.5  6.4   2 2152 1803  75.5 -- -- 
  69335615566555904   69643753698133376  9.8  7.9 151    0  228   8.5 -- -- 
3970182590631138304 3984757441891228288  6.3  6.1   2 2263 1605  31.7 -- -- 
5249310747159904384 5296998662408589312  6.1  7.5   8   30 1203  35.8 -- -- 
  64930490947667840   65437640685532288  4.5  6.5 151    0  228   6.6 -- -- 
5252392884409210624 5252566023132496256  5.4  6.6  59    5 1459   8.1 -- -- 
3306922954457367936 3311492799660064384  3.6  6.2 118    2  276   5.1 -- -- 
 441597954577636608  441901694662492928  5.6  7.5 125    1  210   5.9 -- -- 
  66581957412169728   68306094723718528  8.4  6.1 151    0  228   6.5 -- -- 
5863352463301565952 6055854546777431808  8.7  6.8 114    3 1578  35.4 -- -- 
5791286451127984256 5797394650542395392  9.0  7.0   2 2032 1459  58.9 -- -- 
6847449661181891584 6864242811508684672  9.2  6.6   2 3903 1803  95.3 -- -- 
  64899017426872960   66471215975411200  8.6  6.2 151    0  228   5.6 -- -- 
4854307999424076288 4854770996899182464  3.6  6.9  13   19  213  14.5 -- -- 
1299746164212015872 1301341486863902336  5.2  6.7   3  189 1803  44.5 -- -- 
  65120465942548864   66715101399291392  3.5  7.1 151    0  228   3.7 -- -- 
6021156021387400576 6027432995834708096  8.5  6.6   3  284 2149  85.1 -- -- 
3306922954457367936 3312281664893305728  4.1  6.2 118    2  276   5.1 -- -- 
1909581801702706560 2836968972958576768  9.5  6.4   2 3334 1803  29.6 -- -- 
1981723748898767488 1983027116854240128  4.0  6.7   2 1856   87 106.1 -- -- 
  92056404877634176   94692346565759616  8.6  7.0   2 2124   87  59.1 -- -- 
  64979728452744192   66838452861270272  3.7  7.1 151    0  228   5.0 -- -- 
  64930490947667840   64979728452744192  2.0  6.4 151    0  228   6.6 -- -- 
4008433603729046784 4010203989248653184  4.5  7.9  47    8 1605   1.5 -- -- 
  64899017426872960   66960258131598720  6.5  6.2 151    0  228   5.6 -- -- 
5519928287062956544 5532909086981752704  9.0  6.7   2  715 1267  60.1 -- -- 
4953337541404206208 4953819127497680256  6.5  6.0   2 1763  213  77.7 -- -- 
4617759514501503616 4683924035452298880  6.7  6.7   2 4348 1203  58.9 -- -- 
3310820620098473728 3311514205777562496  5.9  8.1 118    2  276   7.1 -- -- 
6054414839384000768 6058311920906775168  5.8  6.1 114    3 1578  31.9 -- -- 
5902955085430808064 5987903010192245632  9.9  6.1   2 4324 1578  69.2 -- -- 
1369755608605683328 1370558252093297664  9.2  6.3   2 2291 1605 135.3 -- -- 
1485280436341972992 1485854450131214208 10.0  7.6   2 3399 1605  57.0 -- -- 
  65437640685532288   68310561489710336  7.9  6.3 151    0  228   7.1 -- -- 
 847702746093147520  854075893444774400  6.1  7.2   2 1497 1803  44.1 -- -- 
2921424385233394048 2921424385233394432  4.2  6.5   2  833  991  57.6 -- -- 
  64808204638390912   68322140721525760  4.8  7.3 151    0  228   8.3 -- -- 
5341986005291306880 6072277264771850624  5.7  6.0   2 1610 1720  88.2 -- -- 
5237036555261723648 5240861412615531136  9.9  7.0  59    5 1459  14.0 -- -- 
1277553758955378688 1370613502552588160  5.6  6.6   2 2293 1605 181.1 -- -- 
  51742467447748224   65188085906203520  7.5  7.3 151    0  228   9.7 -- -- 
  64979728452744192   65017627244152064  6.6  6.8 151    0  228   5.0 -- -- 
  66798492484311936   69811635379765760  1.7  6.6 151    0  228   2.5 -- -- 
  64930490947667840   66506331628024832  7.7  6.7 151    0  228   6.6 -- -- 
5239701565287189120 5239869103371472000  1.8  6.6  59    5 1459   3.7 -- -- 
6409405843582017408 6410906436435894400  9.1  7.7   2 1798 2149 145.9 -- -- 
5239883946781824256 5241357189281206656  4.7  7.7  59    5 1459   1.0 -- -- 
 322774488875816960  323842389544499328  9.1  6.1   2 2544   87 123.3 -- -- 
  64930490947667840   66789868189090816  4.4  6.4 151    0  228   6.6 -- -- 
  65086587239103616   66507465499396224  5.6  6.3 151    0  228   6.1 -- -- 
  66786500935624320   69896469573892224  2.5  6.8 151    0  228   6.8 -- -- 
  65120465942548864   65289275335247872  2.7  7.4 151    0  228   3.7 -- -- 
  61554646652580736   63144712265008512  8.6  6.3 151    0  228  10.6 -- -- 
5390862045916701184 5391169256338681600  8.6  6.1   2 3134 1276 115.7 -- -- 
2613542403398990848 2613542403398991360  1.3  6.1   2  967 1803  66.2 -- -- 
4980984383327452928 4981078357211878400  9.5  6.1   2  432  213  89.6 -- -- 
  68310561489710336   69948249699646720  5.3  6.8 151    0  228   2.9 -- -- 
 155794063148859008 3415929052630882816  7.4  6.9   2 2922  276  24.0 -- -- 
1937590863988570880 1938804312509526656  7.7  6.9   2  560 2905  62.5 -- -- 
3307815001984777088 3404812680839290368  7.8  6.1 118    2  276   4.4 -- -- 
 180084027351378560  225470492957610624  9.4  6.0   4   64  276  43.6 -- -- 
  66657411397616128   69948249699646720  3.8  6.3 151    0  228   5.0 -- -- 
6043732946475564288 6050172064525011072  8.5  6.3  72    4 2132  81.2 -- -- 
5482551179550947712 5484357574075622784  3.5  6.1   2 1640 1203  57.6 -- -- 
5297652322061537664 5300789503613489792  4.6  6.7   6   43 1197  46.0 -- -- 
5794431638501131904 5794734828830092032  6.6  6.1   2 2733 1720  88.5 -- -- 
1276214519433013248 1276531110062445184  8.6  6.3   2 4430 2160 297.7 -- -- 
5429760533924503424 5431132415198289792  7.2  6.0   2  534 1267  48.6 -- -- 
5419237967129049216 5425624755296315904  7.6  6.1   2 2838 1197  44.6 -- -- 
1945270059354063744 1994592982747400192  9.1  6.2   3  267 2905  57.4 -- -- 
4946161750564143488 4948370085309030272 10.0  6.0   2  764  213  29.5 -- -- 
4669281117549905024 4669281254988858240  1.3  7.4   2 1322 1203 122.2 -- -- 
5283631074906861824 5283631074908007936  5.8  6.5   2 2456 1203  40.9 -- -- 
5504095835020550912 5505176998546318976  8.0  6.7   2 3786 1197  39.2 -- -- 
  65188085906203520   66657411397616128  4.4  6.6 151    0  228   6.2 -- -- 
 248886001820685184  249203176564080000  4.5  7.1 125    1  210  10.1 -- -- 
 436422244105716480  436802640772120960  3.3  6.9 125    1  210   6.9 -- -- 
 659187491781340288  659187594860555136  1.4  6.5   2 3630  402  79.8 -- -- 
 661233133164719616  662794164798230016  9.1  6.3  58    6 1195   2.3 -- -- 
  52548237672091392   67351752990540544  8.5  6.6 118    2  276   5.9 -- -- 
3216489531823008256 3216901711243374336  7.0  6.1   2 1675  446   1.0 -- -- 
4448889784199281280 4461232729934131456  8.7  6.2   2  793 2132  75.5 -- -- 
5863352463301565952 6053750734358971520  8.0  6.7 114    3 1578  35.4 -- -- 
 766684510246187008  766684613325401984  0.5  9.1   2 1031 1605  25.4 -- -- 
  65086587239103616   65437640685532288  7.1  6.8 151    0  228   6.1 -- -- 
 660225911794604416  661300546971382016  8.8  7.1  58    6 1195   7.2 -- -- 
  66745612851296256   68310561489710336  9.1  6.1 151    0  228  10.9 -- -- 
  65221483571888128   69896469573892224  3.3  7.0 151    0  228   5.6 -- -- 
5576331893537800704 5576393122591566720  4.5  7.1   8   31  991  41.0 -- -- 
1615219483562037376 1615954438365644544  7.6  6.2  29   10 1605  81.3 -- -- 
5317884435525524224 5317887321743547264  7.1  6.7  36    9 1197   5.8 -- -- 
  64109911675780224   66507465499396224  8.7  7.3 151    0  228   5.1 -- -- 
  66480939781378048   66506331628024832  9.7  6.1 151    0  228   8.5 -- -- 
 661422764560767360  664845303740260992  8.0  6.2  58    6 1195   4.2 -- -- 
  63144712265008512   64913448517448192  9.5  6.0 151    0  228   9.8 -- -- 
3307504218151520256 3313662892016181504  3.7  6.6 118    2  276   4.2 -- -- 
  65207705316826752   66506331628024832  3.4  7.8 151    0  228   2.0 -- -- 
5318093239654329472 5321795845062877312  6.0  6.2  36    9 1197  16.2 -- -- 
  66507465499396224   69896469573892224  6.7  6.5 151    0  228  10.5 -- -- 
  64380632054140416   66555981449928832  6.2  6.3 151    0  228   7.5 -- -- 
1626694674104296064 1627388706459823104  6.5  6.5   2 4339 1605 140.9 -- -- 
  65207705316826752   66789868189090816  1.8  7.4 151    0  228   2.0 -- -- 
6237190608636038656 6243172673443092864  8.8  6.3  72    4 2132  83.3 -- -- 
  64109911675780224   64979728452744192  3.6  6.9 151    0  228   5.1 -- -- 
 441519064618374656  442041985477060480  7.7  6.5 125    1  210   9.2 -- -- 
5300140070199764224 5303185717411235072  7.7  6.1  23   12 1267  13.1 -- -- 
  64798686990854400   64808204638390912  8.5  7.1 151    0  228   3.9 -- -- 
2269236315755126656 2293344482584438784  7.0  6.2   2  471 1803  30.4 -- -- 
  66570549979009280   69872039800655744  6.5  7.0 151    0  228   8.3 -- -- 
5935099410946383872 5982616489566612480  6.5  6.7   6   48 1578  71.6 -- -- 
  66789868189090816   69964879813013248  2.5  6.1 151    0  228   2.8 -- -- 
3128405559378754560 3152809288677876992  8.6  6.1   2 2350  402  57.9 -- -- 
5238698467088998400 5241109696086432640  6.2  6.1  59    5 1459   7.2 -- -- 
  65113559634339200   69948249699646720  7.1  6.5 151    0  228   9.9 -- -- 
5814571324265738112 5814869979114998912  9.3  6.1  20   14 2149  82.4 -- -- 
3537298265706168192 5455482165348950784  8.7  7.9   2 1522 1803  64.5 -- -- 
3959212282084332544 4002565304013314944  9.1  6.5  47    8 1605   5.0 -- -- 
3310500078099136768 3312709374919349248  3.5  6.2 118    2  276   5.2 -- -- 
1854280008959543680 1950422611361072384  4.3  6.1   2 3509 2905 104.4 -- -- 
 169921310096813056  175778099298839808  3.5  6.3   2 1527  214  71.6 -- -- 
6039946606390777088 6235537492901133056  9.4  6.1  10   25 2132 100.0 -- -- 
  64317994252099840   66838452861270272  9.7  7.0 151    0  228   7.1 -- -- 
3014352805911869184 3014354970575385216  0.7  7.0   2 3372  434  42.7 -- -- 
5860789295542940800 6053440053600849664  3.3  7.1 114    3 1578  27.1 -- -- 
 661043845366041984  661344183839101952  8.1  6.1  58    6 1195   4.6 -- -- 
3780263878445910144 3828772338598429824  4.4  7.3   2 1173 1195 105.3 -- -- 
5318113546259668864 5318229269859699072  3.2  6.1  36    9 1267  17.2 -- -- 
  63502259702709888   65231482255770112  6.9  6.6 151    0  228   7.1 -- -- 
  65188085906203520   68310561489710336  4.2  6.6 151    0  228   6.2 -- -- 
 398670615445260160  398670959042644736  5.6  8.1   2 3634  210  66.8 -- -- 
  66724447247218048   69922239378409088  7.6  6.9 151    0  228  13.9 -- -- 
5317887321743547264 5321795845062877312  7.4  6.2  36    9 1197  12.4 -- -- 
  64798686990854400   65086587239103616  6.9  6.5 151    0  228   3.9 -- -- 
  66471215975411200   66838452861270272  7.5  6.2 151    0  228   4.6 -- -- 
1924919988910159616 1924991903843542912  3.7  6.4   2 1249 2905  72.1 -- -- 
5612507337925149952 5614034868812844416  3.4  6.5   2 4231  991  69.3 -- -- 
1489199954780787200 1490183330488927872  6.9  6.7   2 2772 1605 153.6 -- -- 
  68317605236065408   70252676982016768  4.9  6.1 151    0  228   3.1 -- -- 
  65221483571888128   66786500935624320  1.7  7.3 151    0  228   5.6 -- -- 
4008820425663457792 4009518100151157248  2.7  7.5  47    8 1605   2.0 -- -- 
  64798686990854400   64899017426872960  5.4  6.6 151    0  228   3.9 -- -- 
6125358147101012096 6126585030282848768  4.9  6.2 114    3 1459  50.6 -- -- 
5249310747159904384 5249607065541825920  9.4  6.8   8   30 1203  35.8 -- -- 
1025519236870576000 1025519992784819712  1.0  7.1   2 1424  286 169.8 -- -- 
3959212282084332544 4008867670304423424  6.2  6.5  47    8 1605   5.0 -- -- 
 520287734032761856  520808043552421504  8.8  6.1   2 3030  286 101.2 -- -- 
 441356921010671232  441415504364607360  5.0  7.2 125    1  210   3.3 -- -- 
 661297076637809024  664845303740260992  4.5  7.0  58    6 1195   2.5 -- -- 
4627398726783434112 4633015685012793728  9.5  6.1   3  146 1203  44.9 -- -- 
1727367608011442816 1727367608011442944  0.3  7.7   2 1603 1803  36.7 -- -- 
  64952824777149440   66838452861270272  4.6  7.3 151    0  228   5.5 -- -- 
  65292230272755200   70506870326054656  6.8  6.2 151    0  228   6.4 -- -- 
5272243020662371584 5272411383378574720  8.6  6.4   2  932 1069  87.7 -- -- 
4852573691629841024 5046579838291284224  7.0  7.5   2  680  213  86.6 -- -- 
1032389226039265792 1032406955664281856  4.4  7.4   2 1852  286  87.0 -- -- 
3680837859444843520 3682963799537449856  8.2  6.7   2  638 1605  45.8 -- -- 
 926605281050853376  926807488110579840  9.7  6.4   2 2622 1195 122.9 -- -- 
5463970566912352128 5464720536922582528  8.2  6.3   2 2550 1318 114.9 -- -- 
 248886001820685184  441356921010671232  7.2  6.9 125    1  210  10.1 -- -- 
  60021377687621888  108934561198872832  7.8  6.6   2 4380  228  55.4 -- -- 
6430301340514471168 6441037453083581952  5.9  6.0   2 3553 2149  92.8 -- -- 
  68444873706967808   68897838137902208  9.3  6.3 151    0  228   9.2 -- -- 
5074760458750136832 5076392786841303680  7.1  6.8   2  815  213  42.6 -- -- 
  63378976961208704   66786500935624320  9.5  6.0 151    0  228   9.0 -- -- 
6072808981716291328 6125788090512085376  8.7  6.1 114    3 1578  45.8 -- -- 
6078134260132373504 6085877227168216704  5.9  7.1   2 3240 1578  65.9 -- -- 
  63378976961208704   65819961494790400  9.7  6.4 151    0  228   9.0 -- -- 
1033470801883436544 1081627590114539904  3.9  6.3   2 1735  286  78.4 -- -- 
  69250231614573056   69819400680743808  9.2  7.1 151    0  228   8.4 -- -- 
  65292230272755200   69819022723623296  9.1  7.6 151    0  228   6.4 -- -- 
5239801689564803072 5239858726733859968  2.3  7.3  59    5 1459   3.3 -- -- 
 436477460205283584  436536249718223744  8.7  6.5 125    1  210   7.8 -- -- 
1561439689788561664 1562168837795747840  4.7  6.9  29   10 1605  51.9 -- -- 
  64671899556831360   69883412873314816  8.2  6.0 151    0  228   7.6 -- -- 
  65199974375696512   67369654414221952  8.9  6.2 151    0  228   1.4 -- -- 
5998065280771698432 6010666371222631680  6.1  6.2  47    7 2149 102.1 -- -- 
6050322594539131136 6050372622321491968  4.4  7.5  72    4 2132  74.3 -- -- 
6008308090581719040 6009518652882229120  5.8  6.1  47    7 1578  94.3 -- -- 
5318096125872352768 5321582711603786880  9.5  6.5  36    9 1197   9.8 -- -- 
  64929391436043264   65089336018173440  9.0  6.0 151    0  228  10.2 -- -- 
  65194648616227840   70049473488842112  5.5  6.6 151    0  228   4.9 -- -- 
1426861150175947520 1426897330979736192  7.3  6.3   2  378 1605 144.7 -- -- 
 660957980380034688  661235985023012864  9.9  6.1  58    6 1195   9.6 -- -- 
 243068657596900224  441371523899475840  5.8  6.5 125    1  210   6.0 -- -- 
5301421997678147072 5303193551431611392  7.9  6.5  23   12 1267   9.2 -- -- 
3277270534605393920 3300315439330018304  3.8  6.5 118    2  276  16.5 -- -- 
3179185060796533632 3186093635951144960  7.5  6.6   5   53  402  71.5 -- -- 
  64053561704835584   65231482255770112  7.5  6.8 151    0  228   7.8 -- -- 
3311492799660064384 3312709374919349248  2.7  6.4 118    2  276   3.5 -- -- 
5819776274872233856 5821842325943375232  9.7  6.1   2 1773 1720 100.8 -- -- 
5238698467088998400 5239809557944885888  5.7  7.2  59    5 1459   7.2 -- -- 
5035893238104338176 5035896364840529536  4.2  7.0   2 4516  213  74.8 -- -- 
2932276805518101120 2932277183475223040  0.1  7.4   2 3671  991  76.5 -- -- 
  66581957412169728   70242781377368704  6.7  6.9 151    0  228   6.5 -- -- 
4223384209948940544 4235080883366174208  9.7  6.0   2 1916 2132 108.7 -- -- 
 827344532390888448  827418955583853952  8.3  6.4   3  165 1195 118.6 -- -- 
  63378976961208704   64930490947667840  7.2  6.3 151    0  228   9.0 -- -- 
 426037975260973056  426334980839658240  4.0  6.3   2  986  286  77.7 -- -- 
3312575681175439616 3313259165090609280  3.5  6.8 118    2  276   4.3 -- -- 
5969328822825272192 5969379125485203456  3.5  8.2  25   11 2149  61.2 -- -- 
1104055050340526592 1104160947053814144  2.8  6.4   2  775  286  54.6 -- -- 
 441371523899475840  441585722510785408  4.5  6.9 125    1  210   2.1 -- -- 
5239891677722958976 5241109696086432640  7.0  6.3  59    5 1459   1.9 -- -- 
 249164418780724224  441486044909931136  5.4  6.8 125    1  210   2.3 -- -- 
  65008693712182656   65063703653090176  6.8  7.3 151    0  228   2.2 -- -- 
5432348646857253376 5433039346318469248  2.4  6.1   3  236 1276  30.9 -- -- 
  63378976961208704   65150943028579200  7.8  7.3 151    0  228   9.0 -- -- 
6436562337678759040 6629464368509747584  9.2  6.1   2 4000 2149  81.7 -- -- 
3312575681175439616 3312644881687518976  1.1  8.2 118    2  276   4.3 -- -- 
1176504826432126208 1227817041235759616  7.3  6.1   2 3539 1605  66.3 -- -- 
5846754510646874240 5846754545006612096  1.3  7.8   3  115 1578  27.2 -- -- 
4791684043354304896 4815192838906057216  7.5  6.5   7   39  213  38.3 -- -- 
5600824305320468736 5600824305320468864  5.2  7.2   2  866  991  48.3 -- -- 
2474699888974169216 2483651803410165504  9.9  6.2   2 4484  276  63.2 -- -- 
2345963707475431680 2349681602965548672  9.7  6.2   2 4511  276  65.2 -- -- 
  65008693712182656   65289275335247872  3.0  6.0 151    0  228   2.2 -- -- 
 367906245740770304  396649025878752256  7.0  6.6   2 1398 1803  39.8 -- -- 
5406681441260243328 5406731331604433280  2.8  6.1   2 3251 1276  92.5 -- -- 
  51619115986889472   66555981449928832  8.8  6.8 151    0  228   9.9 -- -- 
6072504073402829056 6074563974072908288  9.4  6.6 114    3 1578  44.3 -- -- 
 249164418780724224  441901694662492928  8.2  6.4 125    1  210   2.3 -- -- 
5863659982961019904 5868323664608366464  6.9  7.1   2 2071 1459  58.9 -- -- 
6245732748831204608 6245861597849031680  8.9  6.8  72    4 2132  72.1 -- -- 
4720727026095985664 4721269325846477312  9.8  6.0   2 2142  213 123.6 -- -- 
 662794164798230016  664330835377270912  3.6  6.4  58    6 1195   9.7 -- -- 
4008867670304423424 4009300946604526208  2.6  6.5  47    8 1605   2.6 -- -- 
  51619115986889472   65221483571888128  8.6  7.2 151    0  228   9.9 -- -- 
4755657926394657792 4755657926394882304  8.0  6.1   2 3690  213  69.4 -- -- 
  65113559634339200   65221483571888128  5.1  6.7 151    0  228   9.9 -- -- 
 441463607998311808  441815142481538048  8.1  6.5 125    1  210   4.3 -- -- 
6245732748831204608 6247090508250766592  7.5  6.3  72    4 2132  72.1 -- -- 
3960008294143258240 4010203989248653184  8.0  6.3  47    8 1605   3.5 -- -- 
3041048948234078080 3055133760904967424  7.6  6.1   2 1764  402  63.4 -- -- 
  64913448517448192   65086587239103616  2.4  6.7 151    0  228   7.2 -- -- 
  64952824777149440   68444873706967808  6.6  6.0 151    0  228   5.5 -- -- 
  64798686990854400   70049473488842112  9.2  6.0 151    0  228   3.9 -- -- 
 243137067835529344  441585722510785408  8.6  6.6 125    1  210   4.9 -- -- 
 436802640772120960  441486044909931136  9.6  6.7 125    1  210   9.6 -- -- 
1068962246954089728 1117647591040059520  8.3  7.1   2 2817  286  77.4 -- -- 
  69883412873314816   69948249699646720  6.7  6.6 151    0  228   2.2 -- -- 
6131073923938643584 6131956453818754560  6.7  6.3   3  186 1459  54.6 -- -- 
  67351752990540544  149005266040519808  4.3  7.0 118    2  276  11.7 -- -- 
  65222205126393984   65275497080596480  2.3  6.8 151    0  228   7.9 -- -- 
3406216379227986048 3406943087694799744  9.2  6.8 118    2  276   9.1 -- -- 
5304538322874759168 5315521619400253824  8.9  6.4  23   12 1267  13.4 -- -- 
6067484081262709888 6073894405851422976  4.4  7.1   2  459 1459  51.8 -- -- 
  64798686990854400   69876712724339456  8.9  6.3 151    0  228   3.9 -- -- 
 436802640772120960  441901694662492928  7.9  6.4 125    1  210   9.6 -- -- 
3660939447761141632 3663438294093638912  9.4  7.2   3  197 1605  50.0 -- -- 
5502145335750875904 5507905608449643904  4.1  6.1   2 3924  991  49.9 -- -- 
5317887321743547264 5318093239654329472  4.1  6.9  36    9 1197  12.4 -- -- 
3312575681175439616 3410453484725565312  3.3  6.0 118    2  276   4.3 -- -- 
 903133559655732608  903940498111071488  9.7  6.2   2 1609 1195  70.6 -- -- 
6102199477284607872 6202672884190094336  9.1  6.1   4   99 1578  95.5 -- -- 
6212050515782832512 6213115117917468544  7.5  7.5   2 4293 1578 102.2 -- -- 
  47752477189229184 3410453484725565312  4.6  7.7 118    2  276   6.7 -- -- 
6083482834442766336 6088029933499893248  7.3  6.2   6   44 1459  69.7 -- -- 
4660275670641850368 4759113210404644608  6.5  6.0   2 1993 1203  65.5 -- -- 
 662794164798230016  662849896293859712  0.9  7.6  58    6 1195   9.7 -- -- 
5642797749394572544 5642797818117083904  0.9  7.2   2 1261 1267  75.4 -- -- 
 243068657596900224  249164418780724224  4.6  6.6 125    1  210   6.0 -- -- 
  66960258131598720   69819400680743808  6.2  6.7 151    0  228   7.4 -- -- 
 664430100661590912  664573518209613312  9.2  6.4   2 3831 1195  59.8 -- -- 
1913147105594105216 1930373978900395008  9.4  6.0   2  721 1803  82.1 -- -- 
 318316656419949440  319493099502421504  6.8  6.4   2  844  228  61.6 -- -- 
3000870834851275648 3004124289757021312  9.8  6.9   2 1240  542  84.3 -- -- 
 238329109644585216  243650127447860096  9.1  7.5 125    1  210  31.8 -- -- 
3312197930211158784 3312644881687518976  3.8  6.4 118    2  276   5.3 -- -- 
3953625835302703488 4003559674841400320  6.5  7.4  47    8 1605   6.0 -- -- 
 661281752195411328  661297076637809024  2.5  6.9  58    6 1195   4.7 -- -- 
  65199974375696512   66506331628024832  2.3  6.1 151    0  228   1.4 -- -- 
 249278355672330624  441550125819632768  3.9  7.1 125    1  210  11.6 -- -- 
  45567507066546048 3311514205777562496  3.7  6.1 118    2  276   5.9 -- -- 
6084367013588775680 6084367219747205632  8.5  6.5   2 3341 1498 140.5 -- -- 
3312197930211158784 3313259165090609280  5.5  6.2 118    2  276   5.3 -- -- 
5239304538510338432 5239823782876560512  2.8  6.6  59    5 1459   2.8 -- -- 
6243197584253409024 6243537402065924736  2.0  6.3  72    4 2132  80.8 -- -- 
6053025503361337984 6054752664340005376  8.0  6.3 114    3 1578  28.4 -- -- 
1978555643589899648 1978647762043764608  8.6  8.0   2  700 2795  14.3 -- -- 
5969328822825272192 5970758531542393472  7.1  6.2  25   11 2149  61.2 -- -- 
 249203176564080000  249282341403694592  7.9  6.2 125    1  210   6.3 -- -- 
5997809575606215168 5998388571553896064  6.5  7.8  47    7 2149  98.4 -- -- 
 249199878029198208  441901694662492928  9.7  6.7 125    1  210   5.8 -- -- 
  66980358578521856   69819022723623296  8.0  6.1 151    0  228  10.8 -- -- 
 661284019938140032  661779796602531712  9.8  6.1  58    6 1195  18.4 -- -- 
1868229478623163520 1872071275331955072  7.8  6.2   2 1493 1803 105.5 -- -- 
5239858726733859968 5251991356506637568  8.9  6.2  59    5 1459   1.8 -- -- 
4008790017295714688 4008867670304423424  2.4  7.5  47    8 1605   4.6 -- -- 
  65089336018173440   66453486350431232  3.8  7.1 151    0  228   2.7 -- -- 
 661284019938140032  661305838371084288  5.6  6.1  58    6 1195  18.4 -- -- 
6081880227523354112 6084850145873100416  8.6  6.7   2 3140 1459  73.2 -- -- 
  65089336018173440   66729876086786944  3.5  6.9 151    0  228   2.7 -- -- 
3848464694931107200 3848464694931924608  2.2  6.4   2 2393 1605  64.9 -- -- 
5883223936950354560 5884159483910820736  8.5  6.3   2  969 1578  57.2 -- -- 
4555248155293127296 4556580041831610368  9.7  6.1   2 2524 2168 114.5 -- -- 
 661281752195411328  662794164798230016  5.1  6.6  58    6 1195   4.7 -- -- 
 249765198807892736  436455126375970304  9.4  6.4 125    1  210  10.0 -- -- 
  64933755122821120   66570549979009280  7.2  6.9 151    0  228  14.0 -- -- 
1836552548625498112 1857076548069066752  9.0  6.7   2 2204 1803 105.8 -- -- 
1512032310160308608 1608103444306993664  4.6  7.5  29   10 1605  53.6 -- -- 
  65113559634339200   68097015715726208  4.0  6.3 151    0  228   9.9 -- -- 
4595208599740846976 4599415503021719936  9.6  6.1   2 3284 2132 126.9 -- -- 
6054414839384000768 6071169128847027456  9.2  6.2 114    3 1578  31.9 -- -- 
 248924965763985280  441371523899475840  4.1  7.1 125    1  210   5.0 -- -- 
2104074310461268352 2106008591933721984  9.7  6.1   2 2955 2905 153.9 -- -- 
 933744650567726592  935649073426365312  7.4  6.4   2 3245  286  89.6 -- -- 
 145034963912239488  146488552643892096  6.2  6.3   9   28  228  24.3 -- -- 
5251444315114343424 5253018025492358784  8.6  7.0   2 1012 1578  30.4 -- -- 
 441696326507978752  441780164270958464  7.1  6.2 125    1  210   8.8 -- -- 
