Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
5998211240942997760 6010114553824198784  8.1  6.7   2 2488 2149  88.4 -- -- 
 661323636715553152  664452949887595136  8.5  6.4  58    6 1195  10.8 -- -- 
6531218262921912064 6531218262922308096  0.8  7.7   2  869  213  77.1 -- -- 
 248624661649191296  441597954577636608  9.8  6.1 125    1  210   7.8 -- -- 
5297652322061537664 5297692557315148160  6.7  6.5   6   43 1197  46.0 -- -- 
  66715273197982848   68593342136568448  8.4  6.5 151    0  228   1.9 -- -- 
5237676539747932032 5239801689564803072  9.9  6.4  59    5 1459  11.6 -- -- 
4596664834166116864 4602763756447308672  6.9  6.0   2 3029 2427 107.0 -- -- 
  64114241002810496   64380632054140416  5.2  7.0 151    0  228   4.5 -- -- 
4200553057162280960 4207287016121449600  6.8  6.2   2 4117 2132  93.9 -- -- 
 441645233577061248  442265083255962624  8.5  6.5 125    1  210   3.5 -- -- 
 436786663491188096  442576794801933312  5.8  6.8 125    1  210  10.7 -- -- 
 837268415105205248  849087924585731072  9.2  6.5   2 2359 1195 160.1 -- -- 
  63730305286697600   68296886313838848  9.8  6.0 151    0  228  11.7 -- -- 
 146677874804442240  149005266040519808  4.6  6.5 118    2  276   9.1 -- -- 
 468220670139489536  492544856641859584  9.1  6.5   2 2939  286  37.5 -- -- 
  65086587239103616   69896469573892224  4.1  6.7 151    0  228   6.1 -- -- 
  63289916519862656   66558249192653952  9.1  6.1 151    0  228  12.4 -- -- 
 508666308444978432  509622917922512128  8.8  6.2   2  993  210  66.9 -- -- 
 248886001820685184  435647638163950848  9.9  6.9 125    1  210  10.1 -- -- 
1125187560747472768 1136330355180076288  7.1  6.3   3  208 1803  45.7 -- -- 
3550081875086026496 3550084486426141440  0.7  8.0   3  148 1803  45.7 -- -- 
5180312063188785536 5180312063188820224  3.0  6.0   2 1754  213 137.7 -- -- 
  64930490947667840   66960258131598720  4.8  6.4 151    0  228   6.6 -- -- 
5318093239654329472 5318567953805446400  8.4  6.5  36    9 1197  16.2 -- -- 
5245270626044873344 5251845946093877632  8.6  6.1  59    5 1459   7.5 -- -- 
 435647638163950848  436786663491188096  7.2  7.0 125    1  210   3.6 -- -- 
1420728967668918016 1420732300563539584  0.9  7.1   2 3303 1803  72.4 -- -- 
 249212797292342400  249408682161136000  7.3  7.1 125    1  210   8.9 -- -- 
6263067065037778048 6263833836959808896  8.4  7.2   2  444 2132  89.9 -- -- 
5352623642844480768 5352851928944504448  3.6  6.4   2 4523 1462  86.8 -- -- 
  65086587239103616   68322140721525760  3.0  7.0 151    0  228   6.1 -- -- 
 987395045567038976  988842037228879744  4.8  6.8  18   16  286  81.9 -- -- 
2075302152750526848 2089570515140105728  8.2  7.3   2 1593 1803  28.9 -- -- 
  64879398017459072   65231482255770112  2.6  7.7 151    0  228   2.8 -- -- 
5341470128171135616 5343610327559918848  8.2  7.1 114    3 1578  39.3 -- -- 
  64928601162063744   69948249699646720  5.3  7.1 151    0  228   5.8 -- -- 
5290662383047290496 5290949664820916608  8.7  6.5   3  259 1069  59.6 -- -- 
4603649928458148480 4605006794529452160  8.8  6.5   2 3670 1803  79.7 -- -- 
 987092233193574784  987395045567038976  4.2  6.4  18   16  286  84.8 -- -- 
5278105685381925120 5301994259122616832  5.3  6.5   2 4468 1197  26.5 -- -- 
 987395045567038976  988631755630980352  7.2  6.2  18   16  286  81.9 -- -- 
  65150943028579200   66657411397616128  6.9  6.9 151    0  228   2.8 -- -- 
  66960258131598720   68444873706967808  6.7  6.4 151    0  228   7.4 -- -- 
  64808204638390912   66746437479801088  6.9  6.7 151    0  228   8.3 -- -- 
4009300946604526208 4010203989248653184  2.6  7.4  47    8 1605   5.0 -- -- 
  65289275335247872   66715101399291392  3.0  7.1 151    0  228   3.9 -- -- 
  43538289638888064   45159897490770816  4.8  7.3 118    2  276  11.2 C  C  
3057712184390878848 3057712218750616448  0.0  6.7   3  225 1803  30.5 C  C  
 229372041250119040  232769944494984320  4.7  7.2   2 4055  228  48.1 C  C  
2488380356244281344 5178135683000172800  9.2  6.1   2  508  228 176.6 C  C  
6053080100983170176 6055724495167306240  8.4  6.1   2 2379 1578  43.9 C  C  
  64380632054140416   70049473488842112  9.6  6.5 151    0  228   7.5 C  C  
  64313218247427456   64449729487990912  4.0  7.2 151    0  228  12.5 C  C  
  64979728452744192   65776736943479808  7.6  6.4 151    0  228   5.0 C  C  
1880485975253371136 1881677605338357888  7.2  6.1   2 4261 1803  84.0 C  C  
4728508269885836288 4742992995551391232  9.5  6.9   2 2159  213  40.4 C  C  
6242853299675623936 6242860961897271168 10.0  6.3  72    4 2132  75.7 C  C  
  46975431705914112   68000018174329600  9.4  6.8 118    2  276   5.0 C  C  
6564720554019147392 6564720554019253632  3.3  6.4   2 2613    6 121.5 C  C  
  65437640685532288   70234878637524480  9.9  6.3 151    0  228   7.1 C  C  
6548266259429997568 6549476787372428288  5.1  6.2   2 1701  213 100.1 C  C  
6681138185197587072 6681624753452920448  4.8  6.5   2  348 2149 121.2 C  C  
5814548475040953600 5815564458149812352  4.9  6.5   2 1563 1578  73.0 C  C  
4008744250123486720 4009300946604526208  2.9  7.1  47    8 1605   2.2 C  C  
5256012373608690944 5257021484764915456  8.1  6.2  10   23 1197  77.5 C  C  
 184139266754140544  184450600342454400  5.5  6.4   2 4315  338  82.9 C  C  
5007088713516194304 5007114483319966592  9.5  6.1   2 3895    6  71.7 C  C  
  64380632054140416   69819022723623296  7.0  7.0 151    0  228   7.5 -- -- 
  64979728452744192   65150943028579200  5.4  7.1 151    0  228   5.0 -- -- 
6398132860099986560 6404950038350982272  8.9  6.4   2  639 1203  90.3 -- -- 
 248924965763985280  436461517287294464  9.9  6.7 125    1  210   5.0 -- -- 
  45789299177700352 3312709374919349248  2.3  7.1 118    2  276   3.8 -- -- 
2320709643372054656 2326849247581847296  7.1  6.2  16   17    6  19.7 -- -- 
3955895055503655552 4008364334496501504  9.0  6.8  47    8 1605  10.9 C  C  
  64899017426872960   68593342136568448  7.8  6.6 151    0  228   5.6 C  C  
5370431745483085568 5370499812126121728  3.4  6.5   4  100 1459  44.4 C  C  
1494435897867772672 1505126449425075584  9.8  8.9   2 3989 1605  85.6 C  C  
 661233133164719616  664452949887595136  4.3  6.1  58    6 1195   2.3 C  C  
  63730305286697600   64879398017459072  9.8  6.6 151    0  228  11.7 C  C  
6129856352249447296 6131159754565141376  4.1  6.5   2 2578 1459  56.9 C  C  
5303185717411235072 5303854289203215616  3.5  6.6  23   12 1267   5.6 -- -- 
6663913785793508608 6664108261911824256  1.1  7.4   2 3780 2149 104.5 -- -- 
6598814657249555328 6609416423242710272  9.1  6.1   3  299 1803  61.6 -- -- 
2663015994242499584 2663015994242499840  0.1  6.7   2 1239 1803  59.1 -- -- 
  68310561489710336   69876712724339456  4.0  6.7 151    0  228   2.9 -- -- 
6855531518320708224 6857075095208582784  5.1  6.1   2 4290 2454 100.4 -- -- 
5228466514960512000 5231677741744568064  6.9  6.1   2  768 1720  87.6 -- -- 
6045503331994968320 6050074654668870528  4.7  6.0   3  126 2132  93.7 -- -- 
6243102132903181696 6248761147450774912  6.6  6.1  72    4 2132  74.7 C  C  
6242664218037124608 6245732748831204608  8.3  7.0  72    4 2132  73.7 C  C  
  65221483571888128   70252676982016768  5.5  7.0 151    0  228   5.6 C  C  
5165620457537574528 5165621213451818112  0.2  7.7   2 1164  213  84.8 -- -- 
4597118313993097088 4600432619996317312  5.4  7.1   2 2567 1803 105.0 -- -- 
1917480761955479936 1930466475316039808 10.0  6.1   2 2233   87  84.6 C  C  
 810501388642550144  810501388642550272  2.7  8.6   2 4538 1605  80.6 -- -- 
  66715273197982848   69964879813013248  3.2  7.0 151    0  228   1.9 -- -- 
5997089773439760256 6010483817930825728  7.3  6.2  47    7 2149 100.3 -- -- 
4719760692813918976 4743660502188556544  9.8  6.1   2 2098  213  68.0 -- -- 
5538386166717422080 5538598819139552768  8.2  6.5  12   21  991   6.2 -- -- 
4192912757014645376 4197141306937469824  9.1  6.2   2 3853 1803  81.0 -- -- 
1663575455195734400 1665333024532975488  9.2  6.5   2 2487  286 144.3 -- -- 
 243137067835529344  436422244105716480  8.7  8.2 125    1  210   4.9 -- -- 
  65221483571888128   69811944617410688  2.0  7.6 151    0  228   5.6 -- -- 
3007210103499654912 3007210103501507200  3.4  6.6   2 2873  402  83.9 -- -- 
 249212797292342400  435641144174237568  6.2  7.1 125    1  210   8.9 -- -- 
  45789299177700352 3309956850635519488  5.1  7.2 118    2  276   3.8 -- -- 
3390696360285070080 3399945383378795392  9.6  6.2   2 3975  276  16.0 -- -- 
 379939747671677440  379999980293141632  7.3  6.1   2 3897   87  68.7 -- -- 
 238639859120133376  244858078409820032  8.1  6.1 125    1  210  34.5 -- -- 
5347423846196600704 5359708208577694464  2.6  6.7   2 2910 1459  43.0 -- -- 
6380514354495902592 6387058407186674560  4.2  6.8  19   15 1803  70.9 -- -- 
4032900005189991424 4033312631287716096  8.7  7.1   2 3936 1605  99.9 -- -- 
5318096125872352768 5318316096918509568  7.5  6.1  36    9 1197   9.8 -- -- 
6647521579252264576 6647885586320752000  8.0  6.3   2 2427 2149  48.3 -- -- 
 286572965452868608 1007966564525288576  8.7  6.2   2 3064  286  33.5 -- -- 
  66507465499396224   69811635379765760  9.8  7.0 151    0  228  10.5 -- -- 
4886210501102639616 4891121194911180160  6.5  6.1   2 3160  213  30.6 -- -- 
  65437640685532288   66507465499396224  7.8  6.9 151    0  228   7.1 -- -- 
  48061405596787712  144171228809559808  1.7  9.0 118    2  276   4.1 -- -- 
5870680192904632192 5871568495223329152  9.7  6.1   2 3036 1720  12.7 -- -- 
  66570549979009280   69964879813013248  7.1  6.1 151    0  228   8.3 -- -- 
4809150575834943360 4809462905857310336  8.2  6.3   2 3122  991  90.8 -- -- 
 436499553517681024  441519064618374656  7.2  6.8 125    1  210  12.4 C  C  
5341470128171135616 6071727749469797248  6.0  7.0 114    3 1578  39.3 C  C  
  64449729487990912   69904097435804672  7.3  6.8 151    0  228   8.6 -- -- 
6053440053600849664 6053499599027904640  1.4  7.4 114    3 1578  29.8 C  C  
1112699376397984768 1112731777631258368  6.9  7.7   2 2390  286 106.5 C  C  
4587152718556038400 4587153371391066368  8.7  6.4   2 1621 2132 121.3 C  C  
 506410385461487360  506414130672965376  5.0  6.1   2 2502  144  73.5 C  C  
  63378976961208704   64798686990854400  6.2  6.6 151    0  228   9.0 C  C  
6008413506258618624 6009518652882229120  4.7  6.2  47    7 1578  98.1 C  C  
 441519064618374656  441550125819632768  4.9  7.4 125    1  210   9.2 C  C  
 420546636230559488 1993855244805088256  7.6  6.3   2 4185   87  88.5 C  C  
4901229039663980800 4901802503697737984  2.2  7.8  19   15  276  67.3 -- -- 
1614257101650827648 1615954438365644544  4.3  7.1  29   10 1605  76.5 -- -- 
1775233094379388928 1775233094379389056  6.0  6.2   2 4006   87 129.0 -- -- 
 754858438055510912  754858472415249152  4.1  6.5   2 3538 1605  60.0 -- -- 
5203626485700687104 5217433637326204288  4.8  6.4   2 3247 1459  59.8 C  C  
6111516944976886528 6112165347597783040  7.7  6.8  22   13 1578  74.9 C  C  
  66789868189090816   69819022723623296  1.2  7.8 151    0  228   2.8 -- -- 
  63144712265008512   66506331628024832  9.5  6.4 151    0  228   9.8 C  C  
  64879398017459072   69847610026687104  5.9  6.3 151    0  228   2.8 C  C  
6213939923435655296 6224571891638985088  7.9  6.4   3  169 2132 120.1 -- -- 
5431263806838030464 5437224156292723968  6.0  6.5   2 1103 1197  53.1 -- -- 
5814281328073381760 5815105755638661760  9.8  6.0  20   14 2149  83.9 -- -- 
5239809557944885888 5251888517809705216  8.4  6.2  59    5 1459   1.7 -- -- 
5862081977616810112 5863352463301565952  4.9  7.6 114    3 1578  33.0 -- -- 
 246850874515675520  249600134621728896  8.4  8.1   2 1618  228  58.8 -- -- 
6069025012449332992 6069797110130147712  4.4  6.9   3  139 1578  54.1 -- -- 
5506101790904438656 5510107895880780416  7.7  6.2   4   68 1203  58.1 C  C  
5864778770401039360 5866135224152281600  5.9  6.3   2 1201 1578  41.8 C  C  
  65188085906203520   68322140721525760  2.6  6.8 151    0  228   6.2 C  C  
 661043845366041984  661246018066598656  7.4  6.1  58    6 1195   4.6 C  C  
 500381969364820480  500551500314368640  4.9  6.6  13   20  286   9.8 C  C  
5318113546259668864 5318316096918509568  5.5  6.2  36    9 1267  17.2 C  C  
  64798686990854400   65199974375696512  2.7  6.4 151    0  228   3.9 -- -- 
  66480939781378048   68097015715726208  9.6  6.3 151    0  228   8.5 -- -- 
  64952824777149440   65150943028579200  5.6  6.9 151    0  228   5.5 -- -- 
5860309736670367488 5860309805389844096  4.4  6.8   2 1559 1459  44.8 -- -- 
4010203989248653184 4010969146262166144  5.5  6.6  47    8 1605   4.9 -- -- 
  38354676428572288 3310615561179780736  6.9  6.9 118    2  276   8.2 -- -- 
  69811635379765760   69876712724339456  5.0  7.3 151    0  228   1.7 -- -- 
  66480939781378048   68444873706967808  7.0  6.0 151    0  228   8.5 -- -- 
4493494119080108544 4493494119081255296  1.5  6.1   2 2767 2132  87.7 -- -- 
2005636718054562176 2198341249108081280  9.0  6.2   2 1811 2905  43.5 -- -- 
4107410094273071104 6026812733834961920  8.0  6.4   2 3956 2132  95.2 -- -- 
  66507465499396224   66745612851296256  1.5  8.3 151    0  228  10.5 -- -- 
4767129955841229184 4767544231206690432  4.7  7.6   2  484 1197  68.0 -- -- 
 493576404706309120  494337713428897920  5.8  7.3   2  359  286 120.8 -- -- 
5313978042510855296 5326691832900365312  7.5  8.2   2 3673 1203  55.5 -- -- 
  64798686990854400   66558249192653952  8.3  6.7 151    0  228   3.9 C  C  
1568386885288462208 1573573797033137792  6.1  6.8   2 1992 1803  27.5 C  C  
5512970371323669376 5513258649529891072  7.1  6.0   2 4053 1111  23.4 C  C  
 249149025617941248  249164418780724224  6.3  6.8 125    1  210   6.6 -- -- 
 661210730616213248  661290754445957248  1.8  6.4  58    6 1195   5.9 -- -- 
  47541096078933376   47620260916592384  2.2  8.3 118    2  276   2.6 -- -- 
  64952824777149440   66729876086786944  3.0  6.5 151    0  228   5.5 -- -- 
 248886001820685184  441463607998311808  7.6  8.5 125    1  210  10.1 -- -- 
  69811944617410688   69945810158924672  6.2  6.5 151    0  228   5.1 -- -- 
  64317994252099840   65150943028579200  5.4  7.4 151    0  228   7.1 -- -- 
4971992405436800000 6496865946257327232  7.2  6.6   2 2617    6 107.6 -- -- 
5368097241779158528 5414023464518065536  9.8  6.8   3  191 1276  56.1 -- -- 
3306922954457367936 3307645127438373888  2.2  6.1 118    2  276   5.1 -- -- 
2011687674137555072 2012546152205026048  9.6  6.3   2 1059 2905  76.6 -- -- 
4731505126266520576 4732237435369786368  8.7  6.9   2 2722  213  85.0 -- -- 
5059780609254100736 5071660145197452288  2.7  6.4   2 1548  213  65.0 -- -- 
 120116560093745152  170921934396088960  7.5  6.3   4   67  276  15.1 -- -- 
 243068657596900224  441653239394337024  6.9  6.8 125    1  210   6.0 -- -- 
 403046018889269504  406792639120162944  8.8  6.2   2 1755  228  86.9 -- -- 
6546449419544575360 6595740354019271296  9.3  6.9   2 1607  213 104.9 -- -- 
 986357621986529920  986919094471308288  6.1  6.4  18   16  286  89.8 -- -- 
 441486044909931136  441815142481538048  2.8  6.2 125    1  210   3.7 -- -- 
2884956436399926912 2885688539343759488  9.1  6.3   2 1028  991  67.9 C  C  
6520880036122244480 6568766756809350656  6.8  6.0   2 2867    6 117.8 C  C  
 497403667243507456  500535900993552512  7.4  6.5  13   20  286  13.9 -- -- 
  64929391436043264   65199974375696512  9.7  7.1 151    0  228  10.2 -- -- 
5238698467088998400 5239660367966484736  5.6  6.4  59    5 1459   7.2 C  C  
6072427073224830464 6075407849252686080  5.8  8.8   2 1667 1203  67.8 C  C  
 761809275688428544  765898496871326464  9.7  6.1   3  281 1605  33.0 C  C  
  64053561704835584   65113559634339200  7.0  6.8 151    0  228   7.8 C  C  
2898402638973261952 2911909589563762688  8.2  6.8   3  241  402  60.3 -- -- 
  68322140721525760   69819400680743808  6.0  7.5 151    0  228   6.3 -- -- 
  64798686990854400   67369654414221952  9.9  6.2 151    0  228   3.9 -- -- 
  51452746133437696   64109911675780224  6.2  6.2 151    0  228  10.7 -- -- 
 243137067835529344  249408682161136000  7.8  6.9 125    1  210   4.9 -- -- 
5372293974583156736 6130564781338437120  5.8  6.6   2 3556 1578  60.9 -- -- 
2746059015111839104 2758762600660513408  5.8  6.7   2 3837  276  58.8 -- -- 
4008364334496501504 4008820425663457792  3.8  6.3  47    8 1605   2.7 -- -- 
3958650191124490752 3958654932768384000  7.6  6.5   2 1851 1605  40.6 -- -- 
3307645127438373888 3310903736305456512  1.4  7.0 118    2  276   3.0 -- -- 
4222102213752279040 4223276938847901568  1.9  6.6   2 1824 1803  71.6 -- -- 
  64929391436043264   65437640685532288  7.2  7.0 151    0  228  10.2 -- -- 
  64770237127461248   65027591568709632  5.3  6.1 151    0  228  12.2 -- -- 
  65292230272755200   69964879813013248  8.8  7.0 151    0  228   6.4 -- -- 
  68322140721525760   70252676982016768  3.7  7.1 151    0  228   6.3 -- -- 
 243137067835529344  249149025617941248  8.9  7.3 125    1  210   4.9 -- -- 
  65199974375696512   68317605236065408  3.7  7.1 151    0  228   1.4 C  C  
  66729257611496704   69847610026687104  7.5  6.8 151    0  228  12.0 C  C  
4008364334496501504 4008433603729046784  1.3  7.1  47    8 1605   2.7 C  C  
1020728561629571712 1050500484651451904  9.0  6.3   2 1093 1605  60.4 C  C  
 987034955508881152  987146006183295616  4.1  6.3  18   16  286  84.4 C  C  
5969328822825272192 5969457122088381056  4.9  6.5  25   11 2149  61.2 C  C  
  65199974375696512   68593342136568448  9.8  6.8 151    0  228   1.4 C  C  
6054414839384000768 6054752664340005376  6.7  7.2 114    3 1578  31.9 C  C  
  66724447247218048   66980358578521856  5.0  6.3 151    0  228  13.9 C  C  
  51619115986889472   66715101399291392  9.7  6.6 151    0  228   9.9 C  C  
4854540339974776320 4860645515726946944  7.5  6.8  13   19  213  14.9 C  C  
  65188085906203520   69883412873314816  6.7  6.6 151    0  228   6.2 C  C  
5495477897240177152 5499936519969873792  9.0  6.3   5   61 1203  50.6 C  C  
 144534720481849856  145373372976256512  0.6  7.9 118    2  276   8.5 -- -- 
3203601915515115904 3203683691691980288  2.8  6.4   2 1097  402  48.0 -- -- 
  64929391436043264   66581957412169728  6.1  6.5 151    0  228  10.2 -- -- 
3311179335766914944 3312921374502681984  5.4  6.0 118    2  276   2.4 -- -- 
  64913448517448192   65194648616227840  2.8  7.0 151    0  228   7.2 -- -- 
4010203989248653184 4013188785360910336  3.1  6.3  47    8 1605   4.9 -- -- 
5239725548384560128 5241132579670834816  6.5  6.2  59    5 1459   7.6 -- -- 
4902014090966232576 6387058407186674560  7.0  6.7  19   15  276  67.4 -- -- 
 238122229660749312  247787692782638976  9.1  6.3 125    1  210  18.6 -- -- 
 249278355672330624  441815142481538048  9.7  6.0 125    1  210  11.6 -- -- 
 301246463521328128  301689704146286464  2.8  7.7   2  945  228  52.2 C  C  
5239843196128730368 5251822100435455744  7.2  6.5  59    5 1459   5.2 C  C  
 435429007149649920  441356921010671232  2.4  7.5 125    1  210   3.7 C  C  
  66480939781378048   69883412873314816  9.3  6.6 151    0  228   8.5 -- -- 
6009732267373535104 6014696837254861696  9.7  7.0   2 3112 2149 102.4 -- -- 
2519212758231386240 2519643354472405760  4.6  6.0   2 1879   87  95.5 -- -- 
3632114169891241216 3684682508009503872  9.2  6.8   2 1859 1605  59.4 -- -- 
5447076227156166528 5460912825075873920  7.4  7.5   3  234 1276  59.1 -- -- 
